Year,Team,Conf,Seed,Wins,Won_ConfT,Round_32,Sweet_16,Elite_8,Final_4,Champ_Game,Won_Natty,AdjO,AdjD,AdjEM,BARTHAG,EFG%,EFG%D,FT%,FTR,FT_Off_Impact,FT_Off_Eff,FTRD,FT_Def_Impact,FT_Def_Eff,FT_Net_Impact,FT_Net_Eff,TOV%,TOV%D,TOV%_Diff,OREB%,DREB%,2PT%,2PTR,2pt_Off_Impact,2pt_Off_Eff,2PT%D,2PTRD,2pt_Def_Impact,2pt_Def_Eff,2pt_Net_Impact,2pt_Net_Eff,3PT%,3PTR,3pt_Off_Impact,3pt_Off_Eff,3PT%D,3PTRD,3pt_Def_Impact,3pt_Def_Eff,3pt_Net_Impact,3pt_Net_Eff,AST%,Height,Experience,Talent,AdjT,W,Elite_SOS,Norm_Elite_SOS,WAB
2015,Baylor,B12,3,0,0,0,0,0,0,0,0,117.192,93.7123,23.4796,0.927,0.498,0.458,0.667,0.388,12.75,13.73,0.324,11.41,12.29,1.34,1.44,0.196,0.196,0,0.418,0.683,0.46,0.668,15.14,16.31,0.465,0.641,14.68,15.82,0.45,0.49,0.382,0.332,6.25,6.73,0.298,0.359,5.27,5.68,0.98,1.05,0.599,79.972,1.871,33.696,61.2742,23,31.828,0.647,5
2015,Belmont,OVC,15,0,0,0,0,0,0,0,0,109.115,107.619,1.49515,0.522,0.565,0.513,0.69,0.33,12.08,11.98,0.277,10.72,10.63,1.36,1.35,0.203,0.187,-0.016,0.292,0.705,0.563,0.52,15.53,15.40,0.512,0.631,17.49,17.34,-1.95,-1.94,0.379,0.48,9.65,9.57,0.343,0.369,6.85,6.79,2.80,2.78,0.589,79.497,1.468,19.383,66.5706,21,11.943,0.167,-4.7
2015,Boise St.,MWC,11,0,0,0,0,0,0,0,0,111.769,97.7869,13.9824,0.799,0.535,0.474,0.728,0.329,12.62,13.26,0.315,11.40,11.98,1.22,1.28,0.161,0.194,0.033,0.276,0.741,0.498,0.583,15.30,16.08,0.478,0.646,15.64,16.43,-0.33,-0.35,0.391,0.417,8.59,9.03,0.312,0.354,5.59,5.88,3.00,3.15,0.484,80.473,1.975,4.95,62.8256,23,19.11,0.340,0.2
2015,Buffalo,MAC,12,0,0,0,0,0,0,0,0,111.344,99.0045,12.339,0.777,0.486,0.485,0.722,0.423,17.48,16.85,0.338,13.27,12.79,4.21,4.06,0.164,0.198,0.034,0.347,0.696,0.476,0.698,19.01,18.33,0.479,0.619,16.28,15.69,2.74,2.64,0.340,0.302,5.88,5.67,0.33,0.381,6.90,6.66,-1.03,-0.99,0.515,79.727,1.737,15.051,68.4522,23,17.477,0.300,-1.3
2015,Butler,BE,6,1,0,1,0,0,0,0,0,110.554,90.9269,19.6267,0.899,0.491,0.469,0.68,0.405,14.34,15.01,0.333,12.11,12.68,2.23,2.33,0.174,0.193,0.019,0.355,0.751,0.472,0.71,17.45,18.27,0.473,0.661,15.91,16.65,1.54,1.62,0.358,0.29,5.41,5.66,0.306,0.339,5.28,5.53,0.13,0.13,0.474,79.349,1.934,52.49,63.0408,22,31.075,0.628,3.5
2015,BYU,WCC,11,0,0,0,0,0,0,0,0,119.356,101.562,17.7947,0.862,0.53,0.496,0.77,0.423,19.00,17.97,0.396,16.20,15.32,2.80,2.65,0.164,0.18,0.016,0.339,0.718,0.503,0.638,18.72,17.71,0.496,0.675,19.16,18.12,-0.44,-0.41,0.385,0.362,8.13,7.69,0.332,0.325,6.18,5.84,1.96,1.85,0.598,80.636,1.916,41.166,69.7923,23,21.629,0.400,0.8
2015,Cincinnati,Amer,8,1,0,1,0,0,0,0,0,108.353,94.1045,14.2488,0.833,0.504,0.445,0.674,0.378,11.87,13.23,0.254,8.57,9.55,3.30,3.68,0.213,0.203,-0.01,0.373,0.683,0.505,0.694,16.33,18.20,0.42,0.666,13.20,14.71,3.13,3.49,0.333,0.306,4.75,5.29,0.329,0.334,5.19,5.78,-0.44,-0.49,0.531,80.399,1.474,58.388,59.2099,22,18.539,0.326,-1.3
2015,Coastal Carolina,BSth,16,0,0,0,0,0,0,0,0,105.424,103.803,1.6211,0.539,0.499,0.471,0.703,0.396,14.57,15.10,0.356,13.45,13.94,1.12,1.16,0.178,0.17,-0.008,0.352,0.724,0.482,0.658,16.60,17.21,0.451,0.606,14.44,14.97,2.16,2.23,0.354,0.342,6.34,6.57,0.335,0.394,6.98,7.23,-0.64,-0.66,0.464,78.533,1.931,0.439,63.6717,20,9.135,0.099,-5.1
2015,Davidson,A10,10,0,0,0,0,0,0,0,0,120.481,103.662,16.8188,0.853,0.56,0.491,0.702,0.29,11.61,11.51,0.354,13.92,13.82,-2.32,-2.30,0.143,0.173,0.03,0.298,0.699,0.535,0.543,16.56,16.43,0.513,0.669,18.88,18.73,-2.32,-2.30,0.393,0.457,10.24,10.16,0.298,0.331,5.43,5.38,4.81,4.77,0.609,79.303,1.323,6.209,66.5178,23,20.72,0.378,1.7
2015,Dayton,A10,11,1,0,1,0,0,0,0,0,108.983,95.0972,13.8856,0.792,0.528,0.473,0.683,0.486,17.28,18.01,0.311,11.11,11.58,6.17,6.43,0.178,0.211,0.033,0.242,0.72,0.529,0.626,17.23,17.97,0.471,0.672,15.81,16.48,1.42,1.48,0.351,0.374,6.83,7.12,0.318,0.328,5.21,5.43,1.62,1.69,0.608,78.25,1.54,46.592,63.3147,25,18.021,0.313,0.8
2015,Duke,ACC,1,6,0,1,1,1,1,1,1,124.253,94.9453,29.3074,0.966,0.569,0.474,0.691,0.402,15.17,15.25,0.249,9.50,9.55,5.67,5.70,0.168,0.187,0.019,0.374,0.699,0.563,0.655,20.14,20.25,0.471,0.723,18.17,18.27,1.97,1.98,0.386,0.345,7.27,7.31,0.32,0.277,4.73,4.76,2.54,2.56,0.542,81.331,1.062,95.491,65.6368,29,33.93,0.697,10.7
2015,Eastern Washington,BSky,13,0,0,0,0,0,0,0,0,112.165,109.197,2.96737,0.586,0.554,0.52,0.714,0.356,14.53,14.11,0.351,14.04,13.63,0.49,0.48,0.159,0.177,0.018,0.293,0.694,0.523,0.568,16.98,16.49,0.49,0.65,17.81,17.30,-0.84,-0.81,0.396,0.432,9.78,9.50,0.384,0.35,7.52,7.30,2.26,2.20,0.465,79.046,1.901,0.557,67.9604,23,12.026,0.169,-2.6
2015,Georgetown,BE,4,1,0,1,0,0,0,0,0,113.166,93.597,19.5694,0.887,0.509,0.466,0.702,0.441,15.95,16.51,0.439,15.89,16.45,0.06,0.06,0.192,0.206,0.014,0.343,0.687,0.504,0.684,17.76,18.38,0.427,0.649,14.03,14.52,3.73,3.86,0.347,0.316,5.65,5.85,0.359,0.351,6.38,6.60,-0.73,-0.76,0.544,81.023,1.639,84.19,63.7582,21,32.914,0.673,3.8
2015,Georgia,SEC,10,0,0,0,0,0,0,0,0,109.524,94.1302,15.3937,0.842,0.489,0.442,0.689,0.478,16.92,17.54,0.343,12.99,13.47,3.93,4.07,0.193,0.168,-0.025,0.323,0.711,0.477,0.687,16.83,17.45,0.43,0.646,14.71,15.25,2.12,2.20,0.344,0.313,5.53,5.73,0.31,0.354,5.81,6.03,-0.28,-0.29,0.554,79.985,1.866,57.857,63.6563,21,28.552,0.567,1.6
2015,Georgia St.,SB,14,1,0,1,0,0,0,0,0,110.463,100.687,9.77537,0.764,0.519,0.45,0.734,0.384,14.73,15.53,0.394,13.61,14.35,1.12,1.18,0.165,0.228,0.063,0.305,0.655,0.534,0.726,20.26,21.37,0.422,0.58,11.82,12.47,8.43,8.89,0.319,0.274,4.57,4.82,0.326,0.42,6.61,6.98,-2.05,-2.16,0.52,79.328,2.178,39.26,62.5745,23,13.113,0.195,-3
2015,Gonzaga,WCC,2,3,0,1,1,1,0,0,0,121.92,92.9958,28.9239,0.952,0.584,0.436,0.689,0.391,14.48,14.88,0.316,11.95,12.29,2.52,2.59,0.163,0.176,0.013,0.339,0.714,0.571,0.679,20.84,21.42,0.414,0.695,15.22,15.65,5.61,5.77,0.408,0.321,7.04,7.23,0.323,0.305,5.21,5.36,1.83,1.88,0.575,82.716,2.111,61.37,64.2083,31,20.733,0.379,7.8
2015,Hampton,MEAC,16,0,0,0,0,0,0,0,0,96.0398,104.551,-8.51136,0.264,0.458,0.465,0.652,0.434,15.44,14.85,0.459,18.00,17.31,-2.56,-2.46,0.205,0.201,-0.004,0.328,0.691,0.459,0.667,16.71,16.06,0.443,0.697,16.93,16.28,-0.23,-0.22,0.304,0.333,5.52,5.31,0.344,0.303,5.72,5.50,-0.19,-0.18,0.465,79.849,2.033,8.221,68.6346,16,9.527,0.108,-12.6
2015,Harvard,Ivy,13,0,0,0,0,0,0,0,0,103.686,94.9442,8.74154,0.696,0.473,0.461,0.715,0.39,13.86,14.96,0.331,11.59,12.51,2.27,2.45,0.187,0.199,0.012,0.323,0.722,0.458,0.735,16.73,18.06,0.441,0.677,14.62,15.78,2.11,2.28,0.341,0.265,4.49,4.85,0.334,0.323,5.28,5.70,-0.79,-0.85,0.566,79.88,2.196,32.039,61.137,20,14.711,0.233,-1.3
2015,Indiana,B10,10,0,0,0,0,0,0,0,0,119.285,105.478,13.8074,0.833,0.546,0.505,0.715,0.327,12.80,12.79,0.321,12.72,12.71,0.08,0.08,0.171,0.161,-0.01,0.353,0.687,0.507,0.604,16.77,16.75,0.51,0.693,19.59,19.57,-2.82,-2.82,0.403,0.396,8.74,8.73,0.328,0.307,5.58,5.58,3.16,3.16,0.515,79.073,0.981,74.203,66.0482,20,28.304,0.561,-0.3
2015,Iowa,B10,7,1,0,1,0,0,0,0,0,113.359,95.1085,18.251,0.909,0.478,0.451,0.745,0.396,15.43,16.08,0.292,10.67,11.12,4.76,4.96,0.174,0.193,0.019,0.358,0.695,0.469,0.693,17.00,17.72,0.431,0.635,13.98,14.58,3.01,3.14,0.332,0.307,5.33,5.56,0.324,0.365,6.04,6.30,-0.71,-0.74,0.607,82.25,2.113,58.944,63.3054,21,30.508,0.615,2.1
2015,Iowa St.,B12,3,0,1,0,0,0,0,0,0,120.166,97.135,23.031,0.909,0.547,0.479,0.696,0.374,15.19,14.47,0.243,9.81,9.35,5.38,5.12,0.158,0.185,0.027,0.285,0.708,0.547,0.632,20.18,19.21,0.454,0.654,16.77,15.97,3.40,3.24,0.366,0.368,7.86,7.48,0.352,0.346,6.88,6.55,0.98,0.93,0.583,79.241,1.984,43.965,69.3108,25,33.687,0.691,7.1
2015,Kansas,B12,2,1,0,1,0,0,0,0,0,114.271,90.5293,23.7421,0.926,0.493,0.444,0.72,0.43,16.70,16.53,0.336,13.21,13.08,3.48,3.45,0.191,0.175,-0.016,0.349,0.682,0.465,0.717,17.98,17.80,0.435,0.681,16.29,16.13,1.69,1.67,0.375,0.283,5.72,5.67,0.309,0.319,5.42,5.37,0.30,0.30,0.549,80.336,0.974,83.717,66.6617,26,37.228,0.777,9
2015,Kentucky,SEC,1,4,1,1,1,1,1,0,0,121.27,83.8367,37.4333,0.983,0.518,0.397,0.722,0.438,16.38,17.45,0.316,10.95,11.66,5.43,5.79,0.164,0.218,0.054,0.404,0.684,0.515,0.719,19.18,20.43,0.391,0.69,13.07,13.92,6.11,6.51,0.350,0.281,5.10,5.43,0.274,0.31,4.12,4.38,0.98,1.04,0.566,83.308,0.732,95.498,61.9696,34,27.097,0.532,13.1
2015,Lafayette,Pat,16,0,0,0,0,0,0,0,0,112.691,114.45,-1.75874,0.421,0.563,0.529,0.765,0.31,12.67,13.01,0.276,10.55,10.82,2.13,2.18,0.169,0.169,0,0.276,0.656,0.53,0.646,18.30,18.78,0.508,0.629,17.08,17.53,1.22,1.25,0.414,0.354,7.83,8.04,0.376,0.371,7.45,7.65,0.38,0.39,0.582,79.637,2.091,0.994,64.3104,19,11.111,0.146,-7.1
2015,Louisville,ACC,4,3,0,1,1,1,0,0,0,108.601,88.176,20.4245,0.926,0.478,0.434,0.66,0.388,13.64,13.89,0.347,12.57,12.81,1.07,1.09,0.178,0.218,0.04,0.351,0.691,0.489,0.674,17.56,17.88,0.433,0.686,15.05,15.33,2.50,2.55,0.304,0.326,5.28,5.38,0.293,0.314,4.66,4.75,0.62,0.63,0.478,81.129,1.458,79.783,64.8006,24,32.346,0.659,5.8
2015,LSU,SEC,9,0,0,0,0,0,0,0,0,108.743,94.7996,13.9432,0.823,0.505,0.446,0.689,0.334,12.64,12.07,0.3,11.98,11.44,0.67,0.64,0.205,0.192,-0.013,0.34,0.67,0.503,0.715,19.76,18.87,0.436,0.711,17.31,16.53,2.45,2.34,0.339,0.285,5.31,5.07,0.313,0.289,5.05,4.82,0.26,0.25,0.577,80.783,1.072,58.994,69.0966,22,22.949,0.432,0.5
2015,Manhattan,MAAC,16,0,0,0,0,0,0,0,0,101.932,101.19,0.742583,0.526,0.497,0.48,0.694,0.479,17.66,17.33,0.519,18.94,18.59,-1.28,-1.26,0.21,0.241,0.031,0.31,0.663,0.489,0.635,16.50,16.19,0.479,0.724,17.70,17.37,-1.20,-1.18,0.340,0.365,6.59,6.47,0.322,0.276,4.54,4.45,2.06,2.02,0.607,80.42,1.991,12.059,67.2455,19,10.881,0.141,-7.7
2015,Maryland,B10,4,1,0,1,0,0,0,0,0,111.125,94.9328,16.1924,0.859,0.509,0.454,0.757,0.445,17.52,18.14,0.279,10.52,10.89,7.01,7.25,0.184,0.173,-0.011,0.292,0.696,0.478,0.618,15.37,15.91,0.446,0.626,14.72,15.24,0.65,0.67,0.372,0.382,7.39,7.65,0.312,0.374,6.15,6.37,1.24,1.28,0.486,81.059,1.54,69.338,63.7514,27,29.027,0.579,6.9
2015,Michigan St.,B10,7,4,0,1,1,1,1,0,0,115.973,95.052,20.9213,0.922,0.538,0.457,0.633,0.319,10.42,10.94,0.377,14.06,14.77,-3.64,-3.82,0.179,0.17,-0.009,0.346,0.74,0.516,0.653,17.38,18.26,0.441,0.647,14.88,15.63,2.50,2.63,0.386,0.347,6.91,7.26,0.323,0.353,5.95,6.25,0.96,1.01,0.646,79.412,1.848,62.703,62.8407,23,31.101,0.629,3.1
2015,Mississippi,SEC,11,0,0,0,0,0,0,0,0,114.568,100.141,14.4267,0.816,0.482,0.469,0.778,0.375,15.92,16.00,0.412,15.68,15.77,0.23,0.23,0.169,0.189,0.02,0.35,0.683,0.469,0.669,17.12,17.21,0.434,0.603,13.93,14.01,3.18,3.20,0.338,0.331,6.10,6.14,0.349,0.397,7.38,7.42,-1.27,-1.28,0.522,80.963,2.28,46.963,65.6482,20,25.591,0.496,-0.5
2015,New Mexico St.,WAC,15,0,0,0,0,0,0,0,0,106.825,99.8197,7.0055,0.672,0.51,0.459,0.707,0.448,15.58,16.33,0.325,11.63,12.19,3.94,4.13,0.219,0.205,-0.014,0.395,0.693,0.497,0.747,18.26,19.14,0.464,0.765,17.77,18.62,0.49,0.51,0.363,0.253,4.52,4.73,0.295,0.235,3.47,3.64,1.05,1.10,0.499,81.063,1.627,9.776,62.9742,21,12.832,0.188,-4.5
2015,North Carolina,ACC,4,2,0,1,1,0,0,0,0,117.921,94.1249,23.7959,0.95,0.514,0.453,0.701,0.347,13.73,13.13,0.376,15.25,14.59,-1.52,-1.45,0.182,0.178,-0.004,0.399,0.695,0.513,0.774,22.42,21.44,0.457,0.629,16.31,15.59,6.11,5.84,0.345,0.226,4.40,4.21,0.298,0.371,6.27,6.00,-1.87,-1.79,0.609,80.84,1.309,89.438,69.0232,24,38.128,0.799,6.5
2015,North Carolina St.,ACC,8,2,0,1,1,0,0,0,0,114.001,98.6377,15.3629,0.852,0.496,0.455,0.685,0.361,13.23,13.68,0.341,13.17,13.61,0.06,0.06,0.162,0.154,-0.008,0.341,0.695,0.474,0.676,17.14,17.72,0.436,0.687,16.18,16.72,0.96,1.00,0.361,0.324,6.26,6.47,0.332,0.313,5.61,5.80,0.65,0.67,0.467,80.29,1.343,79.763,63.8463,20,32.14,0.654,1.1
2015,North Dakota St.,Sum,15,0,0,0,0,0,0,0,0,102.68,102.079,0.601364,0.489,0.492,0.478,0.694,0.362,12.73,13.94,0.3,10.78,11.81,1.95,2.14,0.159,0.166,0.007,0.265,0.766,0.451,0.646,14.77,16.17,0.444,0.67,14.95,16.37,-0.19,-0.20,0.378,0.354,6.78,7.43,0.364,0.33,6.04,6.61,0.74,0.82,0.429,78.414,1.33,4.013,60.2617,21,11.808,0.163,-4
2015,North Florida,ASun,16,0,0,0,0,0,0,0,0,108.032,105.12,2.91181,0.511,0.536,0.479,0.728,0.394,15.69,15.52,0.334,13.03,12.89,2.66,2.63,0.18,0.182,0.002,0.289,0.68,0.511,0.579,16.19,16.01,0.481,0.724,19.01,18.80,-2.82,-2.79,0.380,0.421,8.75,8.66,0.315,0.276,4.75,4.69,4.01,3.96,0.541,80.53,1.795,11.873,66.7256,20,14.08,0.218,-5.1
2015,Northeastern,CAA,14,0,0,0,0,0,0,0,0,107.892,103.071,4.82045,0.653,0.546,0.496,0.724,0.422,15.14,15.85,0.247,9.40,9.84,5.74,6.01,0.214,0.156,-0.058,0.296,0.744,0.529,0.692,18.14,18.99,0.487,0.709,18.38,19.23,-0.23,-0.24,0.388,0.308,5.92,6.20,0.344,0.291,5.33,5.58,0.60,0.62,0.598,79.737,1.913,9.221,63.0556,23,12.624,0.183,-4.6
2015,Northern Iowa,MVC,5,1,0,1,0,0,0,0,0,115.17,94.2192,20.9503,0.92,0.562,0.451,0.726,0.402,13.88,15.80,0.267,8.94,10.17,4.95,5.63,0.18,0.193,0.013,0.269,0.731,0.539,0.6,15.38,17.50,0.438,0.619,12.69,14.44,2.69,3.06,0.397,0.4,7.55,8.59,0.316,0.381,5.64,6.41,1.92,2.18,0.536,79.397,2.165,47.901,58.014,30,17.742,0.306,5.4
2015,Notre Dame,ACC,3,3,1,1,1,1,0,0,0,124.623,100.552,24.0703,0.927,0.586,0.481,0.74,0.371,14.87,15.51,0.233,8.71,9.08,6.16,6.43,0.144,0.174,0.03,0.281,0.684,0.584,0.614,19.42,20.26,0.474,0.674,16.70,17.42,2.72,2.84,0.392,0.386,8.20,8.55,0.329,0.326,5.61,5.85,2.59,2.70,0.544,79.308,1.767,78.911,63.2851,29,30.379,0.612,8.6
2015,Ohio St.,B10,10,1,0,1,0,0,0,0,0,115.312,94.3058,21.0066,0.916,0.545,0.466,0.678,0.348,12.76,12.93,0.274,9.95,10.07,2.82,2.85,0.17,0.221,0.051,0.341,0.686,0.539,0.679,19.80,20.05,0.458,0.621,14.44,14.62,5.36,5.43,0.372,0.321,6.46,6.54,0.318,0.379,6.12,6.20,0.34,0.34,0.556,80.223,1.599,88.173,65.1703,23,28.047,0.555,2.5
2015,Oklahoma,B12,3,2,0,1,1,0,0,0,0,111.785,87.6854,24.1001,0.935,0.494,0.437,0.735,0.327,13.25,13.06,0.289,11.05,10.88,2.20,2.17,0.177,0.202,0.025,0.309,0.685,0.484,0.664,17.72,17.46,0.424,0.663,15.03,14.81,2.69,2.65,0.343,0.336,6.35,6.26,0.309,0.337,5.57,5.48,0.79,0.78,0.489,80.051,1.824,58.549,66.9861,22,33.364,0.684,4.5
2015,Oklahoma St.,B12,9,0,0,0,0,0,0,0,0,111.825,95.6458,16.1789,0.843,0.501,0.46,0.731,0.397,14.81,15.59,0.424,14.98,15.77,-0.17,-0.18,0.186,0.212,0.026,0.269,0.669,0.49,0.615,15.38,16.19,0.435,0.68,14.62,15.38,0.77,0.81,0.346,0.385,6.80,7.16,0.343,0.32,5.42,5.71,1.38,1.45,0.505,79.911,1.99,49.866,62.7105,17,32.538,0.664,0.2
2015,Oregon,P12,8,1,0,1,0,0,0,0,0,114.457,101.273,13.1844,0.806,0.521,0.478,0.767,0.295,12.42,12.39,0.353,13.88,13.86,-1.47,-1.46,0.17,0.168,-0.002,0.306,0.683,0.506,0.661,18.36,18.32,0.468,0.675,17.38,17.35,0.98,0.98,0.367,0.339,6.83,6.82,0.333,0.325,5.95,5.94,0.87,0.87,0.514,79.134,1.384,54.645,66.1195,24,26.458,0.517,3
2015,Providence,BE,6,0,0,0,0,0,0,0,0,112.954,95.3871,17.5673,0.88,0.486,0.481,0.71,0.416,15.73,16.00,0.385,14.34,14.59,1.39,1.42,0.179,0.197,0.018,0.353,0.705,0.494,0.716,18.84,19.17,0.47,0.642,15.72,15.99,3.12,3.17,0.310,0.284,4.69,4.77,0.333,0.358,6.21,6.32,-1.52,-1.55,0.575,82.241,1.423,63.346,64.8656,22,33.586,0.689,3.7
2015,Purdue,B10,9,0,0,0,0,0,0,0,0,110.824,96.8436,13.9802,0.853,0.507,0.455,0.685,0.425,14.90,15.37,0.385,14.48,14.93,0.42,0.44,0.2,0.178,-0.022,0.362,0.689,0.51,0.677,17.68,18.23,0.423,0.69,15.35,15.83,2.32,2.40,0.335,0.323,5.54,5.71,0.35,0.31,5.71,5.89,-0.17,-0.17,0.613,81.571,1.2,63.657,63.9932,21,29.197,0.583,1
2015,Robert Morris,NEC,16,0,0,0,0,0,0,0,0,102.327,103.869,-1.54229,0.421,0.505,0.484,0.714,0.36,13.29,13.49,0.376,13.69,13.89,-0.40,-0.41,0.205,0.217,0.012,0.312,0.642,0.476,0.691,17.01,17.26,0.475,0.638,15.43,15.66,1.57,1.60,0.380,0.309,6.07,6.16,0.334,0.362,6.16,6.25,-0.09,-0.09,0.504,79.463,1.491,0.888,65.0415,19,11.81,0.163,-8.6
2015,San Diego St.,MWC,8,1,0,1,0,0,0,0,0,104.401,88.1829,16.2186,0.87,0.467,0.427,0.63,0.362,11.13,12.25,0.267,8.98,9.89,2.14,2.36,0.186,0.215,0.029,0.359,0.698,0.461,0.695,15.63,17.21,0.412,0.677,13.13,14.45,2.51,2.76,0.321,0.305,4.78,5.26,0.306,0.323,4.65,5.12,0.13,0.14,0.471,81.002,1.819,55.636,59.9465,25,19.89,0.358,1.3
2015,SMU,Amer,6,0,0,0,0,0,0,0,0,113.524,95.4867,18.0372,0.867,0.524,0.455,0.705,0.441,15.69,16.48,0.312,11.22,11.78,4.47,4.70,0.197,0.2,0.003,0.369,0.707,0.519,0.771,20.19,21.21,0.431,0.543,11.77,12.36,8.43,8.85,0.360,0.229,4.16,4.37,0.322,0.457,7.40,7.77,-3.24,-3.40,0.631,81.48,1.991,51.046,62.8424,26,20.21,0.366,3.1
2015,St. John's,BE,9,0,0,0,0,0,0,0,0,110.125,95.8018,14.3233,0.857,0.493,0.461,0.691,0.362,13.96,13.92,0.326,12.42,12.38,1.54,1.53,0.157,0.195,0.038,0.278,0.646,0.479,0.695,18.58,18.52,0.448,0.646,15.42,15.38,3.16,3.15,0.351,0.305,5.97,5.96,0.324,0.354,6.11,6.09,-0.14,-0.14,0.493,79.115,2.382,73.416,66.1943,20,32.181,0.655,2.4
2015,Stephen F. Austin,Slnd,12,0,0,0,0,0,0,0,0,114.494,100.484,14.0106,0.801,0.562,0.488,0.732,0.424,16.14,16.33,0.49,17.28,17.48,-1.14,-1.16,0.203,0.244,0.041,0.377,0.701,0.556,0.638,18.44,18.66,0.482,0.722,17.16,17.36,1.28,1.30,0.381,0.362,7.17,7.25,0.336,0.278,4.61,4.66,2.56,2.59,0.65,78.256,1.923,0.2,65.2365,26,12.66,0.184,1.2
2015,Texas,B12,11,0,0,0,0,0,0,0,0,112.877,92.759,20.1184,0.9,0.494,0.422,0.724,0.369,13.19,14.11,0.342,12.95,13.85,0.24,0.26,0.2,0.142,-0.058,0.38,0.71,0.486,0.66,15.84,16.94,0.378,0.691,13.83,14.79,2.01,2.15,0.339,0.34,5.69,6.09,0.348,0.309,5.69,6.09,0.00,0.00,0.556,81.621,1.625,72.06,61.7245,20,31.601,0.641,0.9
2015,Texas Southern,SWAC,15,0,0,0,0,0,0,0,0,103.049,106.918,-3.8688,0.36,0.494,0.489,0.662,0.465,15.51,16.27,0.326,11.92,12.51,3.59,3.77,0.199,0.187,-0.012,0.34,0.658,0.5,0.686,17.28,18.13,0.48,0.715,17.55,18.42,-0.27,-0.28,0.320,0.314,5.06,5.31,0.342,0.285,4.99,5.23,0.08,0.08,0.466,79.034,2.325,5.896,62.9114,22,17.067,0.290,-4.5
2015,UAB,CUSA,14,1,0,1,0,0,0,0,0,104.585,101.758,2.82779,0.54,0.478,0.472,0.739,0.372,14.09,14.44,0.341,12.59,12.91,1.50,1.54,0.204,0.198,-0.006,0.34,0.669,0.469,0.701,16.85,17.27,0.47,0.678,16.46,16.87,0.40,0.40,0.332,0.299,5.09,5.22,0.318,0.322,5.29,5.42,-0.20,-0.20,0.597,80.469,0.971,31.578,64.4025,18,16.263,0.271,-7.5
2015,UC Irvine,BW,13,0,0,0,0,0,0,0,0,105.818,98.9592,6.85898,0.706,0.507,0.447,0.683,0.31,11.00,11.46,0.361,13.53,14.09,-2.53,-2.63,0.18,0.173,-0.007,0.298,0.693,0.477,0.695,17.23,17.94,0.423,0.709,15.72,16.37,1.51,1.57,0.383,0.305,6.07,6.32,0.336,0.291,5.12,5.34,0.95,0.99,0.565,82.274,2.025,7.799,63.3775,19,16.828,0.284,-4.5
2015,UCLA,P12,11,2,0,1,1,0,0,0,0,112.266,98.1315,14.1346,0.813,0.494,0.487,0.676,0.363,13.26,13.36,0.327,12.48,12.58,0.78,0.79,0.175,0.185,0.01,0.338,0.719,0.472,0.707,18.03,18.17,0.457,0.609,14.86,14.97,3.18,3.20,0.363,0.293,5.75,5.79,0.355,0.391,7.41,7.47,-1.66,-1.68,0.541,81.709,1.187,74.717,65.4935,20,29.935,0.601,0
2015,Utah,P12,5,2,0,1,1,0,0,0,0,116.433,89.5299,26.9035,0.951,0.556,0.427,0.702,0.428,14.92,16.30,0.345,12.17,13.30,2.74,3.00,0.178,0.183,0.005,0.313,0.719,0.528,0.622,16.30,17.82,0.409,0.717,14.47,15.81,1.83,2.00,0.402,0.378,7.54,8.24,0.316,0.283,4.41,4.82,3.13,3.42,0.577,81.657,1.554,27.543,60.3923,23,27.56,0.543,3.7
2015,Valparaiso,Horz,13,0,0,0,0,0,0,0,0,106.629,95.6594,10.9697,0.775,0.514,0.449,0.687,0.367,12.69,13.46,0.327,11.84,12.56,0.85,0.90,0.191,0.186,-0.005,0.35,0.724,0.485,0.666,16.25,17.25,0.421,0.631,13.45,14.27,2.80,2.97,0.381,0.334,6.40,6.79,0.33,0.369,6.17,6.54,0.24,0.25,0.514,81.021,1.324,14.341,62.1996,25,11.044,0.145,0.1
2015,VCU,A10,7,0,0,0,0,0,0,0,0,110.62,94.1043,16.5157,0.848,0.488,0.493,0.656,0.375,13.79,13.69,0.377,13.66,13.56,0.13,0.13,0.157,0.238,0.081,0.317,0.692,0.472,0.601,15.90,15.78,0.481,0.647,15.77,15.65,0.13,0.13,0.342,0.399,7.65,7.59,0.344,0.353,6.15,6.11,1.50,1.49,0.507,78.797,1.389,40.345,66.5049,26,24.351,0.466,3
2015,Villanova,BE,1,1,1,1,0,0,0,0,0,122.473,91.5163,30.9562,0.961,0.553,0.455,0.727,0.424,16.41,16.97,0.303,10.83,11.20,5.58,5.77,0.166,0.217,0.051,0.327,0.689,0.531,0.57,16.11,16.66,0.452,0.675,15.25,15.77,0.86,0.89,0.389,0.43,8.91,9.21,0.308,0.325,5.00,5.17,3.90,4.03,0.628,79.912,1.885,67.053,63.8347,32,27.643,0.546,11.3
2015,Virginia,ACC,2,1,0,1,0,0,0,0,0,115.318,84.4292,30.8885,0.972,0.512,0.417,0.723,0.342,11.94,13.69,0.279,9.40,10.78,2.54,2.91,0.161,0.181,0.02,0.34,0.757,0.501,0.727,17.58,20.17,0.395,0.635,11.82,13.56,5.76,6.61,0.361,0.273,4.76,5.46,0.303,0.365,5.21,5.98,-0.45,-0.52,0.543,80.638,1.652,73.465,57.5332,29,30.179,0.607,10
