Year,Team,Conf,Seed,Wins,Won_ConfT,Round_32,Sweet_16,Elite_8,Final_4,Champ_Game,Won_Natty,AdjO,AdjD,AdjEM,BARTHAG,EFG%,EFG%D,FT%,FTR,FT_Off_Impact,FT_Off_Eff,FTRD,FT_Def_Impact,FT_Def_Eff,FT_Net_Impact,FT_Net_Eff,TOV%,TOV%D,TOV%_Diff,OREB%,DREB%,2PT%,2PTR,2pt_Off_Impact,2pt_Off_Eff,2PT%D,2PTRD,2pt_Def_Impact,2pt_Def_Eff,2pt_Net_Impact,2pt_Net_Eff,3PT%,3PTR,3pt_Off_Impact,3pt_Off_Eff,3PT%D,3PTRD,3pt_Def_Impact,3pt_Def_Eff,3pt_Net_Impact,3pt_Net_Eff,AST%,Height,Experience,Talent,AdjT,W,Elite_SOS,Norm_Elite_SOS,WAB
2023,Xavier,BE,3,2,0,1,1,0,0,0,0,119.297,99.604,19.693,0.895,0.556,0.504,0.714,0.308,12.76,11.97,0.271,11.38,10.68,1.38,1.30,0.175,0.165,-0.01,0.318,0.746,0.54,0.687,21.53,20.20,0.487,0.658,18.83,17.66,2.71,2.54,0.395,0.313,7.18,6.73,0.359,0.342,7.21,6.77,-0.04,-0.03,0.638,81.528,2.432,53.584,70.3573,25,31.866,0.647,5.2
2022,Akron,MAC,13,0,0,0,0,0,0,0,0,106.151,102.661,3.48951,0.558,0.528,0.493,0.692,0.401,14.18,15.07,0.262,9.58,10.19,4.59,4.89,0.177,0.176,-0.001,0.291,0.737,0.524,0.583,15.61,16.59,0.478,0.647,15.82,16.82,-0.21,-0.23,0.356,0.417,7.58,8.06,0.347,0.353,6.27,6.66,1.32,1.40,0.488,80.08,1.974,14.226,62.0745,22,9.639,0.111,-4.3
2022,Alabama,SEC,6,0,0,0,0,0,0,0,0,116.098,98.7358,17.3625,0.872,0.515,0.494,0.73,0.336,14.11,12.98,0.352,14.85,13.67,-0.75,-0.69,0.198,0.177,-0.021,0.355,0.693,0.563,0.52,16.84,15.50,0.493,0.641,18.65,17.17,-1.81,-1.67,0.308,0.48,8.50,7.83,0.331,0.359,7.01,6.45,1.49,1.37,0.529,79.948,1.646,62.2,71.7144,19,34.827,0.719,2
2022,Arizona,P12,1,2,1,1,1,0,0,0,0,119.64,92.431,27.2089,0.943,0.559,0.444,0.738,0.351,15.33,14.02,0.228,9.68,8.85,5.65,5.16,0.18,0.177,-0.003,0.345,0.717,0.575,0.643,21.88,20.01,0.419,0.655,16.30,14.91,5.58,5.10,0.354,0.357,7.48,6.84,0.327,0.345,6.70,6.13,0.78,0.71,0.654,83.03,1.191,69.26,72.1752,31,24.936,0.480,8.8
2022,Arkansas,SEC,4,3,0,1,1,1,0,0,0,111.072,92.0511,19.0214,0.88,0.492,0.475,0.753,0.379,16.64,15.56,0.323,12.94,12.10,3.70,3.46,0.174,0.206,0.032,0.309,0.742,0.509,0.657,19.50,18.23,0.464,0.608,15.81,14.78,3.69,3.45,0.307,0.343,6.14,5.74,0.328,0.392,7.21,6.74,-1.07,-1.00,0.529,79.641,2.292,47.294,70.59,25,27.25,0.536,4.5
2022,Auburn,SEC,2,1,0,1,0,0,0,0,0,113.602,89.1491,24.453,0.933,0.503,0.441,0.733,0.316,13.51,12.73,0.348,13.82,13.02,-0.31,-0.29,0.167,0.207,0.04,0.332,0.707,0.519,0.601,18.19,17.15,0.426,0.637,15.07,14.20,3.13,2.95,0.320,0.399,7.45,7.02,0.312,0.363,6.29,5.93,1.16,1.09,0.52,82.667,1.348,61.608,70.0205,27,27.557,0.543,7.4
2022,Baylor,B12,1,1,0,1,0,0,0,0,0,117.874,91.5538,26.3204,0.952,0.529,0.478,0.698,0.285,10.94,10.74,0.269,9.97,9.79,0.97,0.95,0.182,0.229,0.047,0.363,0.716,0.535,0.623,18.32,17.99,0.495,0.641,16.44,16.15,1.88,1.85,0.346,0.377,7.17,7.04,0.299,0.359,5.56,5.46,1.61,1.58,0.561,81.058,1.781,55.889,67.2084,26,35.472,0.734,8.9
2022,Boise St.,MWC,8,0,0,0,0,0,0,0,0,108.443,92.0306,16.412,0.851,0.511,0.482,0.65,0.352,12.05,12.31,0.258,9.52,9.73,2.53,2.58,0.185,0.201,0.016,0.306,0.781,0.511,0.614,16.52,16.88,0.48,0.668,16.55,16.91,-0.03,-0.03,0.341,0.386,6.93,7.08,0.324,0.332,5.55,5.67,1.38,1.41,0.468,80.519,2.402,32.117,64.6171,26,21.555,0.399,3.5
2022,Bryant,NEC,16,0,0,0,0,0,0,0,0,104.211,105.162,-0.95048,0.458,0.497,0.474,0.734,0.327,14.02,12.82,0.244,10.51,9.61,3.50,3.20,0.191,0.165,-0.026,0.33,0.684,0.526,0.563,17.29,15.81,0.47,0.665,18.84,17.22,-1.54,-1.41,0.307,0.437,7.83,7.16,0.321,0.335,6.48,5.93,1.35,1.24,0.506,78.679,2.521,3.998,72.1799,21,9.639,0.111,-4.8
2022,Cal St. Fullerton,BW,15,0,0,0,0,0,0,0,0,104.656,102.553,2.10306,0.466,0.492,0.508,0.764,0.357,14.74,14.74,0.261,9.83,9.83,4.91,4.91,0.181,0.202,0.021,0.29,0.72,0.487,0.7,18.42,18.43,0.48,0.636,16.08,16.08,2.35,2.35,0.335,0.3,5.43,5.43,0.371,0.364,7.11,7.11,-1.68,-1.68,0.447,79.152,2.33,12.413,65.9926,19,10.89,0.141,-5.1
2022,Chattanooga,SC,13,0,0,0,0,0,0,0,0,110.028,98.756,11.2724,0.751,0.528,0.496,0.766,0.27,11.10,11.33,0.273,10.35,10.56,0.75,0.77,0.17,0.18,0.01,0.327,0.737,0.539,0.607,17.55,17.92,0.521,0.596,16.46,16.81,1.09,1.12,0.341,0.393,7.19,7.34,0.306,0.404,6.55,6.69,0.64,0.65,0.466,79.374,2.605,20.793,64.6362,25,14.52,0.229,0.2
2022,Colgate,Pat,14,0,0,0,0,0,0,0,0,108.276,104.059,4.21729,0.576,0.559,0.49,0.693,0.268,10.38,10.19,0.243,9.79,9.61,0.59,0.58,0.169,0.162,-0.007,0.265,0.752,0.527,0.58,17.08,16.76,0.482,0.641,17.41,17.09,-0.33,-0.32,0.402,0.42,9.44,9.26,0.337,0.359,6.82,6.69,2.62,2.57,0.617,80.565,2.413,0.2,67.2561,22,9.704,0.112,-6.1
2022,Colorado St.,MWC,6,0,0,0,0,0,0,0,0,114.159,98.3029,15.8566,0.818,0.552,0.499,0.774,0.304,13.00,13.18,0.25,9.49,9.63,3.51,3.56,0.151,0.184,0.033,0.219,0.751,0.563,0.61,18.98,19.24,0.505,0.557,14.94,15.15,4.04,4.09,0.357,0.39,7.69,7.80,0.327,0.443,7.69,7.80,0.00,0.00,0.535,78.681,2.004,19.502,65.0792,24,22.01,0.410,4.3
2022,Connecticut,BE,5,0,0,0,0,0,0,0,0,113.924,94.5963,19.3281,0.879,0.496,0.457,0.75,0.306,12.30,12.51,0.319,12.14,12.34,0.16,0.17,0.174,0.18,0.006,0.38,0.725,0.478,0.658,16.86,17.15,0.428,0.674,15.35,15.61,1.51,1.53,0.353,0.342,6.47,6.58,0.345,0.326,5.98,6.09,0.49,0.49,0.522,81,2.112,54.692,64.8837,23,27.203,0.535,3.2
2022,Creighton,BE,9,1,0,1,0,0,0,0,0,105.588,92.1195,13.4685,0.801,0.509,0.449,0.729,0.26,10.08,9.95,0.203,8.20,8.09,1.88,1.85,0.205,0.155,-0.05,0.286,0.716,0.539,0.618,17.71,17.48,0.435,0.664,16.33,16.11,1.39,1.37,0.307,0.382,6.24,6.15,0.317,0.336,6.02,5.94,0.22,0.21,0.511,81.359,1.319,67.849,66.8916,22,27.539,0.543,1.9
2022,Davidson,A10,10,0,0,0,0,0,0,0,0,116.781,101.978,14.8028,0.818,0.556,0.494,0.757,0.329,13.71,14.00,0.28,10.75,10.98,2.96,3.02,0.148,0.169,0.021,0.236,0.778,0.542,0.589,17.58,17.95,0.484,0.562,14.61,14.92,2.97,3.03,0.384,0.411,8.69,8.87,0.338,0.438,7.95,8.12,0.74,0.76,0.55,80.984,2.001,36.235,64.6212,26,16.861,0.285,2.1
2022,Delaware,CAA,15,0,0,0,0,0,0,0,0,106.849,104.566,2.283,0.597,0.535,0.493,0.742,0.346,13.96,13.83,0.293,11.38,11.27,2.58,2.56,0.184,0.185,0.001,0.268,0.688,0.542,0.618,18.21,18.04,0.475,0.644,16.61,16.45,1.60,1.59,0.350,0.382,7.27,7.20,0.349,0.356,6.75,6.68,0.52,0.52,0.481,80.382,2.079,13.46,66.6342,21,12.584,0.182,-5.5
2022,Duke,ACC,2,4,0,1,1,1,1,0,0,119.363,95.6508,23.7124,0.943,0.556,0.47,0.729,0.286,11.96,11.71,0.189,7.64,7.48,4.32,4.23,0.149,0.161,0.012,0.319,0.715,0.558,0.634,20.29,19.87,0.469,0.662,17.55,17.19,2.73,2.68,0.368,0.366,7.72,7.56,0.314,0.338,6.00,5.88,1.72,1.69,0.566,81.821,0.988,91.521,67.3866,28,28.364,0.563,7.2
2022,Georgia St.,SB,16,0,0,0,0,0,0,0,0,101.532,99.6875,1.84485,0.54,0.451,0.497,0.716,0.302,12.06,11.86,0.328,12.17,11.96,-0.11,-0.11,0.169,0.227,0.058,0.328,0.693,0.431,0.631,15.17,14.92,0.454,0.619,14.58,14.34,0.59,0.58,0.323,0.369,6.65,6.54,0.379,0.381,7.49,7.37,-0.84,-0.83,0.525,79.491,2.162,28.01,67.1142,15,12.187,0.172,-5.2
2022,Gonzaga,WCC,1,2,0,1,1,0,0,0,0,121.805,88.836,32.9688,0.973,0.594,0.432,0.731,0.297,13.23,12.05,0.222,9.55,8.70,3.69,3.36,0.159,0.17,0.011,0.29,0.77,0.609,0.646,23.98,21.84,0.416,0.661,16.54,15.06,7.44,6.77,0.379,0.354,8.18,7.45,0.307,0.339,6.26,5.70,1.92,1.75,0.55,81.959,1.559,86.976,72.4831,26,24.951,0.481,6.7
2022,Houston,Amer,5,3,0,1,1,1,0,0,0,117.348,90.8508,26.4976,0.96,0.536,0.435,0.669,0.287,10.16,10.51,0.351,12.54,12.97,-2.38,-2.46,0.171,0.217,0.046,0.378,0.727,0.551,0.609,17.76,18.36,0.435,0.571,12.42,12.84,5.34,5.52,0.341,0.391,7.06,7.30,0.29,0.429,6.22,6.43,0.84,0.87,0.595,80.47,2.179,51.79,63.8376,29,22.655,0.425,6.2
2022,Illinois,B10,4,1,0,1,0,0,0,0,0,113.725,94.138,19.5866,0.908,0.531,0.463,0.708,0.317,12.39,12.19,0.284,11.50,11.31,0.89,0.88,0.177,0.156,-0.021,0.334,0.742,0.517,0.573,16.35,16.09,0.455,0.704,18.13,17.84,-1.78,-1.75,0.367,0.427,8.65,8.51,0.322,0.296,5.40,5.31,3.26,3.20,0.577,81.538,2.241,54.781,67.0758,22,30.786,0.621,4.2
2022,Indiana,B10,12,0,0,0,0,0,0,0,0,107.558,92.6213,14.9367,0.884,0.513,0.456,0.699,0.335,12.97,12.78,0.306,12.10,11.93,0.87,0.85,0.173,0.174,0.001,0.269,0.75,0.514,0.682,19.41,19.13,0.434,0.598,14.35,14.15,5.06,4.98,0.339,0.318,5.97,5.88,0.326,0.402,7.25,7.14,-1.28,-1.26,0.574,80.526,2.053,72.37,66.9603,20,29.313,0.586,0.3
2022,Iowa,B10,5,0,1,0,0,0,0,0,0,121.548,98.0208,23.5269,0.922,0.536,0.498,0.749,0.304,13.80,13.09,0.262,10.52,9.98,3.28,3.11,0.129,0.193,0.064,0.322,0.698,0.526,0.608,19.39,18.38,0.5,0.635,17.83,16.91,1.55,1.47,0.368,0.392,8.74,8.29,0.329,0.365,6.74,6.40,2.00,1.90,0.538,80.532,1.681,43.723,69.5965,26,28.129,0.557,4.6
2022,Iowa St.,B12,11,2,0,1,1,0,0,0,0,104.382,90.4362,13.9459,0.849,0.499,0.484,0.684,0.281,10.11,10.10,0.362,12.91,12.90,-2.80,-2.80,0.204,0.245,0.041,0.282,0.715,0.509,0.626,16.76,16.74,0.507,0.625,15.81,15.79,0.95,0.95,0.321,0.374,6.31,6.31,0.296,0.375,5.54,5.53,0.78,0.78,0.601,79.663,2.195,47.374,66.0731,20,36.278,0.754,2.8
2022,Jacksonville St.,ASun,15,0,0,0,0,0,0,0,0,105.325,103.083,2.24147,0.564,0.542,0.48,0.683,0.322,11.46,11.61,0.211,8.14,8.25,3.31,3.36,0.2,0.171,-0.029,0.283,0.738,0.518,0.573,15.46,15.67,0.474,0.551,14.10,14.29,1.36,1.38,0.382,0.427,8.50,8.61,0.325,0.449,7.88,7.98,0.62,0.63,0.539,80.43,2.546,6.265,65.1165,19,10.698,0.136,-5.2
2022,Kansas,B12,1,6,1,1,1,1,1,1,1,119.389,93.8965,25.492,0.951,0.541,0.469,0.724,0.328,13.49,12.88,0.278,11.21,10.70,2.28,2.18,0.178,0.184,0.006,0.334,0.711,0.545,0.662,20.49,19.57,0.479,0.658,17.77,16.97,2.72,2.60,0.355,0.338,6.82,6.51,0.301,0.342,5.80,5.54,1.01,0.97,0.539,80.111,2.082,77.998,69.0976,28,36.398,0.757,10.4
2022,Kentucky,SEC,2,0,0,0,0,0,0,0,0,120.191,93.5959,26.5948,0.939,0.533,0.465,0.73,0.272,11.15,10.93,0.251,9.98,9.78,1.17,1.15,0.166,0.174,0.008,0.378,0.751,0.537,0.719,21.68,21.25,0.472,0.64,16.80,16.47,4.88,4.78,0.349,0.281,5.51,5.40,0.303,0.36,6.07,5.95,-0.56,-0.55,0.53,80.438,1.856,74.515,67.3275,26,32.472,0.662,6.9
2022,Longwood,BSth,14,0,0,0,0,0,0,0,0,106.108,103.624,2.48399,0.582,0.517,0.506,0.724,0.359,14.04,14.03,0.268,10.11,10.10,3.93,3.93,0.182,0.201,0.019,0.336,0.755,0.48,0.628,16.29,16.27,0.536,0.564,15.95,15.94,0.33,0.33,0.386,0.372,7.76,7.75,0.311,0.436,7.16,7.15,0.60,0.60,0.527,78.467,2.05,4.353,66.0454,22,8.664,0.087,-2.3
2022,Loyola Chicago,MVC,10,0,0,0,0,0,0,0,0,110.891,93.196,17.6948,0.849,0.563,0.47,0.718,0.319,12.07,12.34,0.284,10.51,10.73,1.57,1.60,0.184,0.199,0.015,0.251,0.761,0.558,0.569,16.73,17.10,0.469,0.619,15.02,15.35,1.71,1.75,0.380,0.431,8.63,8.82,0.315,0.381,6.21,6.34,2.42,2.48,0.568,79.514,2.525,5.155,64.5889,24,19.04,0.338,1.8
2022,LSU,SEC,6,0,0,0,0,0,0,0,0,107.64,88.5581,19.0816,0.891,0.495,0.451,0.732,0.33,13.20,12.69,0.384,14.08,13.54,-0.88,-0.85,0.204,0.253,0.049,0.337,0.688,0.505,0.654,18.05,17.35,0.477,0.541,13.23,12.72,4.81,4.63,0.319,0.346,6.03,5.80,0.28,0.459,6.59,6.34,-0.56,-0.54,0.487,80.415,1.196,72.652,68.6446,22,30.073,0.604,2.3
2022,Marquette,BE,9,0,0,0,0,0,0,0,0,109.787,95.785,14.0024,0.807,0.526,0.467,0.747,0.268,11.70,10.93,0.297,12.14,11.34,-0.44,-0.41,0.173,0.191,0.018,0.224,0.686,0.529,0.583,18.02,16.83,0.462,0.644,17.01,15.89,1.01,0.95,0.347,0.417,8.46,7.90,0.317,0.356,6.45,6.03,2.00,1.87,0.594,80.422,1.239,58.313,70.6644,19,29.119,0.581,0.7
2022,Memphis,Amer,9,1,0,1,0,0,0,0,0,110.368,94.1479,16.2198,0.875,0.526,0.465,0.692,0.384,14.40,13.52,0.329,13.08,12.28,1.32,1.24,0.229,0.209,-0.02,0.375,0.69,0.52,0.692,19.50,18.31,0.453,0.572,14.41,13.53,5.09,4.78,0.359,0.308,5.99,5.63,0.321,0.428,7.64,7.17,-1.65,-1.55,0.596,81.378,1.725,80.073,70.2976,21,26.062,0.507,1.4
2022,Miami FL,ACC,10,3,0,1,1,1,0,0,0,114.756,102.136,12.6207,0.813,0.542,0.534,0.743,0.289,12.40,12.16,0.246,9.43,9.25,2.96,2.91,0.142,0.203,0.061,0.234,0.697,0.549,0.641,20.31,19.93,0.539,0.606,17.51,17.18,2.80,2.75,0.353,0.359,7.32,7.18,0.352,0.394,7.44,7.30,-0.12,-0.12,0.508,80.224,2.424,65.462,67.2783,23,27.253,0.536,2.6
2022,Michigan,B10,11,2,0,1,1,0,0,0,0,114.207,98.5588,15.6481,0.868,0.523,0.503,0.746,0.289,11.85,11.80,0.266,10.72,10.67,1.13,1.13,0.171,0.15,-0.021,0.312,0.762,0.53,0.677,19.72,19.63,0.508,0.661,18.92,18.84,0.80,0.79,0.340,0.323,6.03,6.01,0.33,0.339,6.30,6.28,-0.27,-0.27,0.524,82.778,1.413,72.575,66.285,17,34.033,0.700,0.2
2022,Michigan St.,B10,7,1,0,1,0,0,0,0,0,111.275,96.4032,14.8717,0.848,0.52,0.475,0.747,0.304,12.39,12.11,0.283,11.57,11.31,0.82,0.80,0.192,0.153,-0.039,0.307,0.73,0.497,0.666,18.05,17.65,0.479,0.622,17.04,16.66,1.02,1.00,0.378,0.334,6.89,6.73,0.312,0.378,6.74,6.59,0.14,0.14,0.607,81.359,1.746,75.799,67.5067,22,32.331,0.659,2.9
2022,Montana St.,BSky,14,0,0,0,0,0,0,0,0,104.531,100.723,3.80856,0.562,0.541,0.486,0.748,0.405,16.61,16.30,0.362,14.23,13.96,2.38,2.34,0.185,0.183,-0.002,0.267,0.767,0.532,0.64,18.67,18.31,0.482,0.641,16.99,16.66,1.69,1.65,0.372,0.36,7.34,7.20,0.328,0.359,6.47,6.35,0.87,0.85,0.473,80.128,1.961,7.356,67.294,25,7.984,0.071,-2.8
2022,Murray St.,OVC,7,1,0,1,0,0,0,0,0,111.518,95.1287,16.389,0.838,0.529,0.48,0.698,0.311,11.84,11.88,0.246,9.14,9.17,2.70,2.71,0.171,0.21,0.039,0.355,0.746,0.535,0.623,18.18,18.24,0.5,0.594,15.43,15.49,2.74,2.75,0.347,0.377,7.13,7.16,0.301,0.406,6.35,6.37,0.78,0.79,0.502,79.972,2.121,18.119,65.7834,27,12.852,0.188,3.5
2022,New Mexico St.,WAC,12,1,0,1,0,0,0,0,0,107.805,97.7021,10.1026,0.726,0.522,0.455,0.695,0.354,12.91,12.88,0.278,10.93,10.90,1.98,1.97,0.207,0.169,-0.038,0.333,0.738,0.541,0.589,16.72,16.68,0.458,0.574,14.46,14.42,2.26,2.26,0.330,0.411,7.12,7.10,0.3,0.426,7.03,7.01,0.09,0.09,0.536,80.361,2.364,16.577,66.1724,23,14.913,0.238,0.7
2022,Norfolk St.,MEAC,16,0,0,0,0,0,0,0,0,102.43,102.285,0.14543,0.438,0.515,0.451,0.695,0.391,14.57,14.37,0.333,12.99,12.81,1.58,1.56,0.199,0.185,-0.014,0.298,0.728,0.513,0.642,17.66,17.41,0.463,0.549,13.87,13.67,3.79,3.74,0.345,0.358,6.62,6.53,0.291,0.451,7.16,7.06,-0.54,-0.53,0.476,79.263,2.43,7.809,66.9322,21,6.905,0.045,-3.1
2022,North Carolina,ACC,8,5,0,1,1,1,1,1,0,113.057,97.0108,16.0459,0.866,0.521,0.498,0.772,0.296,13.38,12.59,0.215,9.26,8.72,4.12,3.88,0.165,0.141,-0.024,0.304,0.792,0.507,0.626,18.59,17.49,0.483,0.631,18.37,17.28,0.23,0.21,0.362,0.374,7.93,7.46,0.349,0.369,7.76,7.30,0.17,0.16,0.536,81.474,1.742,87.453,70.1492,24,29.665,0.594,4.3
2022,Notre Dame,ACC,11,1,0,1,0,0,0,0,0,111.997,98.3632,13.6336,0.836,0.54,0.491,0.759,0.277,11.68,11.73,0.229,9.15,9.19,2.53,2.54,0.155,0.15,-0.005,0.221,0.76,0.52,0.569,16.43,16.50,0.499,0.647,18.04,18.11,-1.60,-1.61,0.378,0.431,9.05,9.09,0.317,0.353,6.25,6.28,2.80,2.81,0.554,80.4,2.393,72.248,65.7294,21,27.584,0.544,1.8
2022,Ohio St.,B10,7,1,0,1,0,0,0,0,0,116.627,100.804,15.8224,0.857,0.548,0.479,0.76,0.335,13.78,14.00,0.292,11.49,11.67,2.29,2.33,0.167,0.153,-0.014,0.288,0.714,0.54,0.603,17.62,17.90,0.462,0.647,16.45,16.71,1.17,1.19,0.373,0.397,8.01,8.14,0.34,0.353,6.60,6.71,1.41,1.43,0.49,79.752,1.936,66.738,64.9727,19,29.666,0.594,1.4
2022,Providence,BE,4,2,0,1,1,0,0,0,0,111.929,98.0491,13.8797,0.835,0.503,0.467,0.726,0.385,15.07,15.26,0.263,10.32,10.45,4.75,4.81,0.173,0.158,-0.015,0.305,0.72,0.496,0.619,16.55,16.76,0.466,0.639,16.35,16.55,0.21,0.21,0.343,0.381,7.05,7.13,0.312,0.361,6.18,6.26,0.86,0.87,0.54,80.621,2.733,42.028,65.193,25,25.783,0.501,6
2022,Purdue,B10,3,2,0,1,1,0,0,0,0,121.268,98.9804,22.2872,0.933,0.57,0.496,0.703,0.363,13.88,13.93,0.214,8.64,8.67,5.24,5.25,0.173,0.141,-0.032,0.352,0.764,0.559,0.609,18.51,18.58,0.492,0.59,16.40,16.46,2.12,2.12,0.391,0.391,8.31,8.34,0.335,0.41,7.76,7.79,0.56,0.56,0.589,82.01,1.778,60.487,65.764,27,30.201,0.607,7.1
2022,Richmond,A10,12,1,0,1,0,0,0,0,0,109.146,99.3205,9.82501,0.716,0.515,0.505,0.725,0.309,12.82,12.66,0.235,9.11,8.99,3.71,3.66,0.144,0.189,0.045,0.224,0.728,0.522,0.58,17.33,17.10,0.5,0.643,17.43,17.21,-0.11,-0.10,0.338,0.42,8.13,8.02,0.343,0.357,6.64,6.55,1.49,1.47,0.573,80.409,2.623,15.581,66.8627,23,19.541,0.350,-1.6
2022,Rutgers,B10,11,0,0,0,0,0,0,0,0,106.375,95.5107,10.8648,0.738,0.495,0.483,0.701,0.269,10.13,10.29,0.288,10.94,11.12,-0.81,-0.82,0.173,0.182,0.009,0.293,0.729,0.491,0.686,18.09,18.38,0.465,0.598,14.77,15.01,3.32,3.37,0.336,0.314,5.67,5.76,0.34,0.402,7.26,7.38,-1.59,-1.62,0.587,80.718,2.135,51.706,64.9317,18,28.945,0.577,-0.7
2022,Saint Mary's,WCC,5,1,0,1,0,0,0,0,0,109.764,89.9554,19.8082,0.887,0.526,0.483,0.767,0.232,9.37,9.74,0.244,8.92,9.27,0.45,0.47,0.171,0.195,0.024,0.273,0.781,0.526,0.639,17.69,18.39,0.47,0.712,17.10,17.78,0.59,0.61,0.351,0.361,6.67,6.93,0.344,0.288,5.06,5.26,1.61,1.67,0.51,80.684,2.27,32.634,63.493,24,25.887,0.503,3.9
2022,Saint Peter's,MAAC,15,3,0,1,1,1,0,0,0,98.7512,94.4758,4.27548,0.604,0.478,0.441,0.685,0.375,13.42,13.43,0.41,15.30,15.30,-1.88,-1.88,0.208,0.209,0.001,0.315,0.72,0.459,0.697,16.71,16.72,0.44,0.637,14.62,14.63,2.09,2.09,0.348,0.303,5.51,5.51,0.294,0.363,5.57,5.57,-0.06,-0.06,0.516,79.399,1.895,0.2,65.9614,18,12.317,0.176,-5.6
2022,San Diego St.,MWC,8,0,0,0,0,0,0,0,0,104.106,85.9549,18.151,0.863,0.488,0.44,0.695,0.313,11.46,11.59,0.306,11.18,11.31,0.28,0.28,0.193,0.217,0.024,0.296,0.73,0.466,0.692,16.99,17.18,0.431,0.618,13.61,13.76,3.37,3.41,0.358,0.308,5.81,5.87,0.304,0.382,5.94,6.00,-0.13,-0.13,0.497,80.352,2.481,31.863,65.2809,23,23.962,0.457,2.6
2022,San Francisco,WCC,10,0,0,0,0,0,0,0,0,110.756,92.3886,18.3679,0.877,0.531,0.469,0.692,0.284,11.05,10.62,0.322,12.89,12.38,-1.83,-1.76,0.181,0.185,0.004,0.303,0.762,0.539,0.556,16.86,16.20,0.484,0.696,18.85,18.12,-2.00,-1.92,0.347,0.444,8.67,8.33,0.289,0.304,4.92,4.73,3.75,3.60,0.47,81.411,2.568,3.516,68.6767,23,24.113,0.460,1.6
2022,Seton Hall,BE,8,0,0,0,0,0,0,0,0,108.487,93.5199,14.967,0.826,0.476,0.454,0.756,0.308,12.92,12.68,0.278,10.90,10.69,2.02,1.99,0.175,0.185,0.01,0.327,0.709,0.462,0.644,16.51,16.20,0.448,0.657,16.13,15.83,0.38,0.37,0.333,0.356,6.58,6.45,0.31,0.343,5.83,5.72,0.75,0.74,0.399,82.244,2.526,67.935,67.2574,20,28.752,0.572,2.1
2022,South Dakota St.,Sum,13,0,0,0,0,0,0,0,0,116.763,105.32,11.4429,0.761,0.597,0.515,0.76,0.352,15.73,14.95,0.213,8.90,8.46,6.83,6.49,0.153,0.158,0.005,0.24,0.758,0.563,0.657,21.74,20.68,0.506,0.586,17.33,16.48,4.42,4.20,0.442,0.343,8.91,8.48,0.352,0.414,8.52,8.10,0.40,0.38,0.473,79.114,2.058,0.603,69.4008,28,11.018,0.144,1.5
2022,TCU,B12,9,1,0,1,0,0,0,0,0,108.261,93.3525,14.909,0.841,0.489,0.477,0.668,0.312,10.76,10.78,0.267,10.26,10.28,0.50,0.50,0.216,0.184,-0.032,0.378,0.739,0.505,0.68,17.72,17.77,0.479,0.654,16.83,16.87,0.90,0.90,0.303,0.32,5.00,5.02,0.315,0.346,5.86,5.87,-0.85,-0.85,0.539,80.572,1.734,65.515,65.834,20,36.146,0.751,2.9
2022,Tennessee,SEC,3,1,1,1,0,0,0,0,0,111.439,86.1987,25.2399,0.938,0.503,0.462,0.712,0.296,11.61,11.41,0.316,11.70,11.50,-0.09,-0.09,0.18,0.229,0.049,0.328,0.726,0.48,0.593,15.68,15.40,0.458,0.606,14.37,14.12,1.30,1.28,0.358,0.407,8.03,7.89,0.312,0.394,6.37,6.26,1.66,1.63,0.623,81.038,1.362,69.805,67.1668,26,34.071,0.701,8
2022,Texas,B12,6,1,0,1,0,0,0,0,0,111.812,91.4059,20.4063,0.918,0.501,0.465,0.749,0.323,12.49,13.06,0.368,12.73,13.32,-0.25,-0.26,0.182,0.233,0.051,0.319,0.7,0.509,0.64,16.81,17.59,0.461,0.663,14.79,15.47,2.02,2.11,0.323,0.36,6.00,6.28,0.316,0.337,5.15,5.39,0.85,0.89,0.533,79.048,2.664,78.557,63.0969,21,35.097,0.725,3.3
2022,Texas A&M Corpus Chris,Slnd,16,0,0,0,0,0,0,0,0,96.9771,103.288,-6.3107,0.321,0.473,0.491,0.75,0.384,15.90,15.23,0.416,15.85,15.17,0.05,0.05,0.199,0.227,0.028,0.347,0.71,0.473,0.687,17.94,17.18,0.505,0.572,15.39,14.74,2.55,2.44,0.316,0.313,5.46,5.23,0.315,0.428,7.18,6.88,-1.72,-1.65,0.534,78.731,2.352,3.592,68.9287,19,7.53,0.060,-7.6
2022,Texas Southern,SWAC,16,0,0,0,0,0,0,0,0,98.1424,99.4749,-1.33245,0.45,0.487,0.449,0.671,0.327,11.66,11.38,0.343,13.70,13.37,-2.04,-1.99,0.214,0.174,-0.04,0.338,0.718,0.492,0.686,17.94,17.51,0.452,0.642,16.21,15.82,1.73,1.69,0.317,0.314,5.29,5.16,0.295,0.358,5.90,5.76,-0.61,-0.59,0.423,80.4,2.813,16.145,67.6207,18,11.938,0.166,-6.8
2022,Texas Tech,B12,3,2,0,1,1,0,0,0,0,109.701,85.0595,24.641,0.943,0.524,0.455,0.699,0.361,13.37,13.27,0.321,11.65,11.57,1.71,1.70,0.203,0.236,0.033,0.333,0.739,0.551,0.656,19.14,19.01,0.443,0.544,12.24,12.15,6.91,6.86,0.314,0.344,5.72,5.68,0.313,0.456,7.25,7.20,-1.53,-1.52,0.523,80.053,2.456,22.03,66.455,25,35.796,0.742,6.5
