,Year,Team,Proj_Wins_Safer,Wins_Rank_Safer
156,2023,Baylor,1.3223257002602395,14
157,2023,Indiana,1.0219812105852046,21
158,2023,Saint Mary's,1.1395696039412537,17
159,2023,Northwestern,0.7682245065568682,36
160,2023,TCU,1.0333520935426517,20
155,2023,Kentucky,0.9328858346168825,25
161,2023,Maryland,0.8218310822587811,32
164,2023,Missouri,0.7137603390892213,39
165,2023,Auburn,0.7670933279881853,37
162,2023,Fairleigh Dickinson,0.05952006515696762,67
163,2023,Furman,0.291174117980549,55
166,2023,Penn St.,0.6311818918136591,43
167,2023,Pittsburgh,0.48650780547281236,50
168,2023,Purdue,2.7962304428450744,4
169,2023,Arizona,1.942662708102739,8
170,2023,Illinois,0.8267306930532874,30
171,2023,Memphis,1.1618567700713234,16
172,2023,Virginia,0.9527940329112345,22
174,2023,Iowa St.,0.8794584009915631,28
176,2023,Texas A&M,1.0502683528630357,18
177,2023,Iona,0.4687325144411515,51
178,2023,Howard,0.10684646371599404,65
179,2023,Grand Canyon,0.2425088651168996,59
180,2023,Boise St.,0.6828002963477615,41
181,2023,Arizona St.,0.6453075573962551,42
182,2023,Nevada,0.49980446126352807,49
183,2023,VCU,0.5936056888197996,47
184,2023,UNC Asheville,0.21199299411374717,61
185,2023,USC,0.7938957032407266,34
186,2023,Montana St.,0.25607158186164275,57
187,2023,Louisiana Lafayette,0.3850818774413788,53
188,2023,Oral Roberts,0.627633014203398,45
189,2023,Vermont,0.21638333964092613,60
190,2023,Texas Southern,0.05148018291716103,68
191,2023,Providence,0.7793825554379229,35
173,2023,Utah St.,0.7007243148073703,40
192,2023,College of Charleston,0.5986587276299066,46
193,2023,North Carolina St.,0.8800509470328727,27
194,2023,West Virginia,0.8145182064330532,33
195,2023,UC Santa Barbara,0.3315033040123625,54
196,2023,Texas A&M Corpus Chris,0.1411693588347145,64
197,2023,Southeast Missouri St.,0.06315935914256521,66
175,2023,Iowa,0.718296173448538,38
198,2023,Drake,0.45321404865720705,52
199,2023,Mississippi St.,0.6284203278691143,44
200,2023,Kent St.,0.5322658789094359,48
201,2023,Kennesaw St.,0.25861621711391575,56
202,2023,Colgate,0.24817807939867836,58
203,2023,Northern Kentucky,0.15317563664393283,63
68,2024,Connecticut,3.6902216204505014,1
69,2024,Purdue,2.987720744602166,3
70,2024,Alabama,1.1769958469562392,17
71,2024,North Carolina St.,0.7216498772270122,41
72,2024,Illinois,2.084581394276438,5
73,2024,Tennessee,1.5710213637795674,11
74,2024,Duke,1.707747292392695,8
75,2024,Clemson,0.8604593063923706,30
76,2024,Houston,3.503301729395691,2
77,2024,North Carolina,2.2855117384687995,4
78,2024,Arizona,1.9649456083056283,6
79,2024,Marquette,1.6737479459286608,9
80,2024,Iowa St.,1.7867851798352288,7
81,2024,Gonzaga,1.3332654259163832,14
82,2024,Creighton,1.5021951557474145,12
83,2024,San Diego St.,0.9615854081632982,25
84,2024,Baylor,1.4858042107889662,13
85,2024,Dayton,0.80250291692586,34
86,2024,Michigan St.,0.875322367332424,29
87,2024,Washington St.,0.7852994387113075,35
94,2024,Northwestern,0.7684501160811444,37
88,2024,Texas A&M,0.9586536550225376,26
89,2024,Kansas,0.9795934633801029,24
90,2024,Texas,0.8569085349625389,31
91,2024,Grand Canyon,0.5525080647342814,47
92,2024,Yale,0.33684824030574867,53
93,2024,Duquesne,0.34249751251364247,51
95,2024,Colorado,0.8920764863553405,28
96,2024,James Madison,0.63287561521909,45
97,2024,Oakland,0.26568139399416923,55
98,2024,Utah St.,0.7433369541242534,39
99,2024,Oregon,0.8159000471091555,33
100,2024,Auburn,1.6708841746282321,10
101,2024,Kentucky,1.254376639618858,16
102,2024,Saint Mary's,1.00191672153393,23
103,2024,New Mexico,1.1276253925740403,18
105,2024,BYU,1.0053438287855454,22
106,2024,Texas Tech,1.068247329896162,19
107,2024,Wisconsin,1.2743269054073305,15
108,2024,Florida,1.0127882878656476,21
109,2024,TCU,0.9381570690416501,27
110,2024,South Carolina,1.0215775538213774,20
111,2024,Wagner,0.06745112345859823,68
112,2024,Nevada,0.7279939559686551,40
113,2024,Mississippi St.,0.8282183594418355,32
114,2024,Long Beach St.,0.14755549444956384,63
115,2024,Howard,0.07791610438738414,66
116,2024,College of Charleston,0.43040770063449924,50
117,2024,Colgate,0.20602423423165375,58
104,2024,Florida Atlantic,0.7600663834503374,38
118,2024,UAB,0.34009812016930774,52
119,2024,Stetson,0.14887057207905074,62
120,2024,South Dakota St.,0.15293095159126435,61
121,2024,Morehead St.,0.2553884903680578,56
122,2024,Drake,0.6838049954882917,43
123,2024,Western Kentucky,0.19228483496021523,59
124,2024,Vermont,0.3190250903830868,54
125,2024,Longwood,0.15596337270839888,60
126,2024,Nebraska,0.7803408172946508,36
127,2024,Boise St.,0.6971306217389903,42
128,2024,Virginia,0.6712251086042296,44
129,2024,Samford,0.43615434028030436,49
130,2024,Saint Peter's,0.1056420510981483,64
131,2024,Montana St.,0.07627016182616189,67
132,2024,McNeese St.,0.5028622592872249,48
133,2024,Grambling St.,0.09053869046350885,65
134,2024,Colorado St.,0.6152536988548191,46
135,2024,Akron,0.2493439082103337,57
0,2025,Florida,2.847188876846773,3
1,2025,Houston,4.023432520121037,1
2,2025,Duke,3.6373840664595667,2
3,2025,Auburn,2.8457621878754487,4
4,2025,Alabama,1.8890267302187715,8
5,2025,Michigan St.,1.9711253581916603,7
6,2025,Tennessee,2.250394823144905,5
7,2025,Texas Tech,1.3492973231987908,13
8,2025,Maryland,1.3872019227885346,10
9,2025,Arizona,1.3764996514485621,11
10,2025,Kentucky,1.2957452007683878,15
11,2025,BYU,0.943636550154372,29
12,2025,Mississippi,1.0702425448527517,24
13,2025,Michigan,1.1406865903461827,20
14,2025,Purdue,1.2466175649134534,16
15,2025,Arkansas,0.6771190437259763,39
16,2025,St. John's,2.0546875665192204,6
17,2025,Wisconsin,1.1888349812295576,18
18,2025,Texas A&M,1.375051469287432,12
19,2025,Iowa St.,1.1676637338642109,19
20,2025,Connecticut,0.8541754392646205,32
21,2025,Saint Mary's,1.2149420239357682,17
22,2025,Oregon,1.0540183726751504,26
23,2025,UCLA,1.0468387397946388,27
24,2025,Gonzaga,1.4134355782866588,9
25,2025,Illinois,1.0595477254238037,25
26,2025,Drake,0.4989580470400548,47
27,2025,Colorado St.,0.5102908416031381,46
28,2025,Baylor,0.796197316887741,33
29,2025,Creighton,0.7207026633453167,36
30,2025,New Mexico,0.7184108149512737,37
31,2025,McNeese St.,0.42035170074486583,49
32,2025,Clemson,1.3341523997890468,14
33,2025,Kansas,1.1169515545010744,21
34,2025,Missouri,1.0746295093709097,23
35,2025,Memphis,0.772875359716786,34
36,2025,Mississippi St.,0.8772564261915197,31
37,2025,Marquette,1.078085039066703,22
38,2025,Louisville,0.9863455636400422,28
39,2025,Grand Canyon,0.2705137606575604,54
40,2025,UNC Wilmington,0.23859078579653925,56
41,2025,Oklahoma,0.6529126408733672,40
42,2025,Norfolk St.,0.1342877831409861,62
43,2025,Nebraska Omaha,0.14654411349381388,61
44,2025,American,0.08182701609256818,65
45,2025,Akron,0.2864181707234029,53
46,2025,Liberty,0.3062769120587857,51
47,2025,VCU,0.6797166345931717,38
48,2025,Vanderbilt,0.5873211065691697,42
49,2025,Robert Morris,0.16689776410837856,59
50,2025,Mount St. Mary's,0.0808685903347316,66
51,2025,Montana,0.14892735419771186,60
52,2025,Bryant,0.17618957927961046,58
53,2025,Alabama St.,0.08065107698333977,67
54,2025,UC San Diego,0.547618178603207,44
55,2025,San Diego St.,0.46095634836985366,48
56,2025,Saint Francis,0.04081244475430246,68
57,2025,North Carolina,0.8901351850900603,30
58,2025,Lipscomb,0.24333845082166158,55
59,2025,Yale,0.2961164484789573,52
60,2025,Georgia,0.7538702631412822,35
61,2025,High Point,0.3433923529216263,50
62,2025,Xavier,0.5311286818639035,45
63,2025,Wofford,0.12153797557134256,63
64,2025,Utah St.,0.551736854681831,43
65,2025,Troy,0.17875952201385653,57
66,2025,Texas,0.6171592208763543,41
67,2025,SIU Edwardsville,0.09973096172391055,64
