Year,Team,Conf,Seed,Wins,Won_ConfT,Round_32,Sweet_16,Elite_8,Final_4,Champ_Game,Won_Natty,AdjO,AdjD,AdjEM,BARTHAG,EFG%,EFG%D,FT%,FTR,FTRD,TOV%,TOV%D,TOV%_Diff,OREB%,DREB%,2PT%,2PTR,2PT%D,2PTRD,3PT%,3PTR,3PT%D,3PTRD,AST%,Height,Experience,Talent,AdjT,W,Elite_SOS,WAB
2017,UNC Wilmington,CAA,12,0,0,0,0,0,0,0,0,117.706,105.319,12.3867,0.786,0.552,0.531,0.689,0.309,0.394,0.139,0.203,0.064,0.325,0.712,0.561,0.582,0.542,0.706,0.360,0.418,0.337,0.294,0.519,78.114,2.068,5.2,70.0795,27,13.569,1.5
2017,USC,P12,11,1,0,1,0,0,0,0,0,112.508,100.168,12.3407,0.78,0.519,0.497,0.739,0.372,0.239,0.157,0.18,0.023,0.308,0.688,0.505,0.639,0.468,0.635,0.363,0.361,0.365,0.365,0.563,81.998,1.068,81.237,68.8968,24,23.057,1.3
2017,Vanderbilt,SEC,9,0,0,0,0,0,0,0,0,112.303,96.065,16.2376,0.876,0.523,0.479,0.776,0.349,0.306,0.183,0.16,-0.023,0.25,0.729,0.483,0.514,0.467,0.668,0.377,0.486,0.336,0.332,0.555,81.583,1.834,53.364,65.5596,19,33.443,0.1
2017,VCU,A10,10,0,0,0,0,0,0,0,0,110.018,95.716,14.3025,0.797,0.511,0.471,0.707,0.363,0.398,0.179,0.21,0.031,0.314,0.725,0.515,0.703,0.455,0.687,0.334,0.297,0.338,0.313,0.567,78.871,2.26,42.055,68.1834,26,18.914,1.3
2017,Vermont,AE,13,0,0,0,0,0,0,0,0,110.832,98.9477,11.8847,0.77,0.554,0.482,0.7,0.349,0.266,0.171,0.197,0.026,0.301,0.731,0.556,0.685,0.467,0.697,0.367,0.315,0.345,0.303,0.492,79.384,1.935,6.681,64.3336,28,12.311,0.7
2017,Villanova,BE,1,1,1,1,0,0,0,0,0,122.753,91.9756,30.7772,0.962,0.579,0.481,0.794,0.353,0.218,0.171,0.202,0.031,0.296,0.724,0.597,0.559,0.489,0.598,0.370,0.441,0.313,0.402,0.532,79.413,1.845,75.837,63.9872,31,30.578,11.1
2017,Virginia,ACC,5,1,0,1,0,0,0,0,0,113.686,87.0194,26.6671,0.959,0.529,0.457,0.708,0.257,0.34,0.156,0.21,0.054,0.287,0.758,0.5,0.668,0.45,0.603,0.393,0.332,0.312,0.397,0.572,79.894,1.562,71.089,58.8864,22,35.989,5
2017,Virginia Tech,ACC,9,0,0,0,0,0,0,0,0,117.358,102.419,14.9395,0.83,0.57,0.509,0.734,0.405,0.269,0.172,0.166,-0.006,0.234,0.701,0.548,0.601,0.491,0.646,0.403,0.399,0.36,0.354,0.559,78.897,1.923,67.076,68.2782,22,32.173,3.3
2017,Wake Forest,ACC,11,0,0,0,0,0,0,0,0,120.873,103.6,17.2722,0.883,0.54,0.522,0.772,0.402,0.37,0.165,0.161,-0.004,0.309,0.724,0.519,0.648,0.513,0.611,0.387,0.352,0.357,0.389,0.555,81.314,1.395,47.009,70.4705,19,34.379,1.3
2017,West Virginia,B12,4,2,0,1,1,0,0,0,0,116.472,89.6731,26.7991,0.951,0.518,0.487,0.678,0.382,0.422,0.169,0.281,0.112,0.377,0.676,0.506,0.67,0.466,0.637,0.361,0.33,0.349,0.363,0.577,80.701,1.953,43.642,69.8998,26,32.564,6.4
2017,Wichita St.,MVC,10,1,0,1,0,0,0,0,0,119.636,93.2236,26.4121,0.934,0.547,0.439,0.729,0.409,0.352,0.159,0.198,0.039,0.339,0.758,0.51,0.636,0.423,0.612,0.407,0.364,0.31,0.388,0.59,80.469,1.45,40.472,68.6272,29,17.09,4.1
2017,Winthrop,BSth,13,0,0,0,0,0,0,0,0,106.436,101.809,4.62694,0.601,0.537,0.464,0.719,0.389,0.338,0.179,0.187,0.008,0.27,0.713,0.512,0.564,0.457,0.646,0.380,0.436,0.318,0.354,0.484,78.889,2.203,5.374,70.9519,24,9.847,-1.8
2017,Wisconsin,B10,8,2,0,1,1,0,0,0,0,113.589,91.2963,22.2926,0.923,0.517,0.473,0.644,0.32,0.264,0.168,0.199,0.031,0.355,0.746,0.508,0.633,0.426,0.666,0.355,0.367,0.377,0.334,0.516,80.762,2.056,56.744,63.2884,25,31.468,5.1
2017,Xavier,BE,11,3,0,1,1,1,0,0,0,114.744,99.4255,15.3189,0.867,0.516,0.518,0.688,0.412,0.337,0.186,0.178,-0.008,0.352,0.75,0.52,0.636,0.525,0.608,0.340,0.364,0.338,0.392,0.575,80.22,1.708,61.847,67.1917,21,32.401,1.6
2016,Arizona,P12,6,0,0,0,0,0,0,0,0,117.368,95.4851,21.8831,0.905,0.538,0.463,0.723,0.441,0.292,0.179,0.162,-0.017,0.351,0.751,0.523,0.708,0.455,0.688,0.383,0.292,0.321,0.312,0.516,82.474,2.016,66.359,68.3189,25,25.107,3.4
2016,Austin Peay,OVC,16,0,0,0,0,0,0,0,0,104.005,109.104,-5.09934,0.327,0.515,0.536,0.67,0.465,0.311,0.204,0.188,-0.016,0.318,0.703,0.512,0.68,0.529,0.599,0.349,0.32,0.364,0.401,0.504,78.983,1.667,0.232,69.3154,16,12.023,-11.3
2016,Baylor,B12,5,0,0,0,0,0,0,0,0,118.756,98.8407,19.9152,0.877,0.517,0.51,0.727,0.392,0.381,0.189,0.198,0.009,0.402,0.712,0.499,0.714,0.487,0.662,0.374,0.286,0.371,0.338,0.638,80.2,1.878,48.262,66.4547,21,35.471,3.5
2016,Buffalo,MAC,14,0,0,0,0,0,0,0,0,105.541,102.83,2.71119,0.55,0.496,0.498,0.709,0.417,0.371,0.189,0.177,-0.012,0.322,0.714,0.492,0.63,0.488,0.641,0.335,0.37,0.344,0.359,0.486,79.387,1.454,6.348,71.9828,19,17.81,-5.8
2016,Butler,BE,9,1,0,1,0,0,0,0,0,117.318,101.468,15.8497,0.877,0.525,0.494,0.731,0.398,0.362,0.145,0.186,0.041,0.328,0.722,0.5,0.695,0.485,0.631,0.387,0.305,0.339,0.369,0.513,79.091,2.128,61.077,67.7286,21,29.739,2.1
2016,Cal St. Bakersfield,WAC,15,0,0,0,0,0,0,0,0,103.37,96.8714,6.49871,0.709,0.493,0.447,0.651,0.385,0.42,0.181,0.218,0.037,0.34,0.704,0.484,0.73,0.426,0.669,0.346,0.27,0.326,0.331,0.578,78.648,1.895,5.421,67.6197,21,10.513,-3.5
2016,California,P12,4,0,0,0,0,0,0,0,0,112.902,93.2625,19.6396,0.899,0.525,0.44,0.656,0.416,0.372,0.175,0.141,-0.034,0.324,0.743,0.51,0.663,0.409,0.735,0.369,0.337,0.351,0.265,0.489,82.18,1.439,78.13,68.0218,23,27.208,2.2
2016,Chattanooga,SC,12,0,0,0,0,0,0,0,0,107.156,99.7384,7.41784,0.651,0.518,0.498,0.733,0.42,0.308,0.179,0.203,0.024,0.324,0.711,0.504,0.629,0.5,0.637,0.361,0.371,0.33,0.363,0.557,79.324,2.305,7.903,66.1763,27,11.639,0.4
2016,Cincinnati,Amer,9,0,0,0,0,0,0,0,0,110.035,92.8755,17.1593,0.872,0.49,0.453,0.704,0.335,0.269,0.164,0.206,0.042,0.368,0.694,0.475,0.636,0.409,0.65,0.345,0.364,0.356,0.35,0.601,80.72,1.92,56.651,64.1147,22,23.448,0.3
2016,Colorado,P12,8,0,0,0,0,0,0,0,0,108.785,95.1948,13.5905,0.803,0.484,0.469,0.737,0.4,0.355,0.188,0.154,-0.034,0.35,0.754,0.437,0.676,0.444,0.712,0.389,0.324,0.353,0.288,0.534,81.146,1.771,53.765,68.9529,21,26.719,0.7
2016,Connecticut,Amer,9,1,0,1,0,0,0,0,0,111.651,92.899,18.752,0.874,0.52,0.442,0.787,0.297,0.345,0.165,0.181,0.016,0.291,0.708,0.509,0.663,0.413,0.633,0.362,0.337,0.327,0.367,0.523,80.969,1.968,72.327,65.7403,24,23.62,1.2
2016,Dayton,A10,7,0,0,0,0,0,0,0,0,106.934,93.5907,13.3434,0.838,0.52,0.469,0.673,0.41,0.325,0.188,0.179,-0.009,0.289,0.764,0.52,0.652,0.437,0.633,0.347,0.348,0.349,0.367,0.575,79.65,1.562,36.347,67.8498,25,20.789,2.4
2016,Duke,ACC,4,2,0,1,1,0,0,0,0,121.786,99.7328,22.0532,0.918,0.537,0.494,0.722,0.402,0.254,0.143,0.177,0.034,0.34,0.655,0.507,0.599,0.489,0.71,0.387,0.401,0.339,0.29,0.492,82.182,1.063,94.152,67.5008,23,32.331,4.2
2016,Fairleigh Dickinson,NEC,16,0,0,0,0,0,0,0,0,104.836,114.583,-9.74686,0.241,0.516,0.52,0.699,0.336,0.465,0.179,0.21,0.031,0.289,0.64,0.501,0.672,0.513,0.637,0.365,0.328,0.354,0.363,0.509,78.451,0.746,0.2,71.1346,17,9.645,-9.9
2016,Florida Gulf Coast,ASun,16,0,0,0,0,0,0,0,0,102.917,104.307,-1.39023,0.48,0.512,0.481,0.645,0.364,0.361,0.169,0.162,-0.007,0.315,0.725,0.509,0.756,0.49,0.633,0.346,0.244,0.31,0.367,0.457,80.411,1.331,24.576,66.5831,16,11.006,-8.4
2016,Fresno St.,MWC,14,0,0,0,0,0,0,0,0,107.084,100.385,6.69862,0.652,0.482,0.485,0.696,0.381,0.464,0.149,0.208,0.059,0.303,0.71,0.468,0.698,0.479,0.607,0.343,0.302,0.329,0.393,0.5,80.187,2.293,40.734,68.9375,23,17.899,-0.9
2016,Gonzaga,WCC,11,2,0,1,1,0,0,0,0,116.44,97.1644,19.2756,0.904,0.553,0.451,0.76,0.359,0.283,0.165,0.149,-0.016,0.319,0.741,0.546,0.641,0.449,0.669,0.376,0.359,0.303,0.331,0.496,82.216,1.788,58,67.1988,25,20.236,2.1
2016,Green Bay,Horz,14,0,0,0,0,0,0,0,0,108.225,104.236,3.98885,0.568,0.499,0.512,0.657,0.422,0.354,0.156,0.209,0.053,0.313,0.682,0.487,0.69,0.495,0.661,0.350,0.31,0.363,0.339,0.48,79.437,2.069,0.2,76.1219,21,15.675,-4.5
2016,Hampton,MEAC,16,0,0,0,0,0,0,0,0,99.7519,106.561,-6.80879,0.269,0.472,0.48,0.654,0.42,0.364,0.189,0.169,-0.02,0.349,0.726,0.476,0.653,0.472,0.674,0.309,0.347,0.332,0.326,0.477,78.994,2.293,4.609,71.2725,20,8.629,-6.3
2016,Hawaii,BW,13,1,0,1,0,0,0,0,0,108.243,96.5071,11.736,0.784,0.525,0.449,0.686,0.463,0.393,0.184,0.199,0.015,0.309,0.733,0.546,0.604,0.438,0.664,0.328,0.396,0.313,0.336,0.603,80.763,2.152,15.446,70.5206,25,13.153,0.8
2016,Holy Cross,Pat,16,0,0,0,0,0,0,0,0,97.0369,108.525,-11.4879,0.239,0.479,0.532,0.693,0.361,0.338,0.166,0.2,0.034,0.236,0.704,0.471,0.596,0.522,0.588,0.327,0.404,0.365,0.412,0.623,79.578,1.649,5.623,63.6033,14,9.645,-14.5
2016,Indiana,B10,5,2,0,1,1,0,0,0,0,120.855,98.0589,22.7957,0.912,0.586,0.495,0.723,0.333,0.293,0.198,0.189,-0.009,0.377,0.713,0.561,0.591,0.487,0.686,0.415,0.409,0.343,0.314,0.547,80.228,1.749,68.041,67.7325,25,23.197,3.2
2016,Iona,MAAC,13,0,0,0,0,0,0,0,0,110.602,102.768,7.8333,0.66,0.538,0.485,0.712,0.325,0.362,0.176,0.194,0.018,0.294,0.687,0.523,0.558,0.458,0.639,0.372,0.442,0.355,0.361,0.607,79.763,2.184,8.384,71.7927,22,13.931,-3.6
2016,Iowa,B10,7,1,0,1,0,0,0,0,0,116.298,94.9421,21.3563,0.911,0.518,0.474,0.719,0.334,0.252,0.15,0.189,0.039,0.323,0.686,0.487,0.649,0.48,0.613,0.382,0.351,0.31,0.387,0.58,82.096,2.125,54.413,68.812,21,29.23,2
2016,Iowa St.,B12,4,2,0,1,1,0,0,0,0,121.033,99.9576,21.0754,0.906,0.568,0.495,0.706,0.255,0.242,0.16,0.171,0.011,0.273,0.693,0.567,0.65,0.49,0.643,0.380,0.35,0.336,0.357,0.53,79.856,2.427,63.044,71.0322,21,34.953,3.6
2016,Kansas,B12,1,3,1,1,1,1,0,0,0,120.379,90.575,29.804,0.961,0.559,0.453,0.706,0.39,0.372,0.178,0.191,0.013,0.322,0.712,0.522,0.666,0.433,0.678,0.422,0.334,0.33,0.322,0.549,80.733,1.863,80.776,68.811,29,35.686,11.6
2016,Kentucky,SEC,4,1,1,1,0,0,0,0,0,122.508,97.3082,25.1996,0.943,0.537,0.449,0.683,0.383,0.414,0.161,0.179,0.018,0.378,0.683,0.528,0.686,0.43,0.702,0.370,0.314,0.33,0.298,0.505,81.335,0.956,92.397,66.9955,26,28.159,5
2016,Little Rock,SB,12,1,0,1,0,0,0,0,0,108.951,95.6244,13.3265,0.783,0.524,0.451,0.732,0.314,0.383,0.159,0.214,0.055,0.269,0.699,0.494,0.653,0.451,0.6,0.387,0.347,0.301,0.4,0.515,79.842,2.35,0.475,63.2633,27,13.219,2.1
2016,Maryland,B10,5,2,0,1,1,0,0,0,0,116.294,95.5806,20.7136,0.885,0.556,0.467,0.759,0.357,0.269,0.191,0.165,-0.026,0.302,0.705,0.552,0.622,0.457,0.644,0.376,0.378,0.323,0.356,0.529,82.268,1.774,87.245,67.2907,24,28.313,4
2016,Miami FL,ACC,3,2,0,1,1,0,0,0,0,118.848,95.9995,22.848,0.926,0.539,0.48,0.751,0.4,0.288,0.16,0.175,0.015,0.305,0.708,0.534,0.659,0.469,0.702,0.366,0.341,0.336,0.298,0.49,81.429,2.218,66.635,65.897,25,32.355,6.9
2016,Michigan,B10,11,0,0,0,0,0,0,0,0,115.094,100.54,14.5538,0.834,0.55,0.512,0.739,0.284,0.268,0.147,0.177,0.03,0.244,0.737,0.529,0.555,0.507,0.633,0.384,0.445,0.347,0.367,0.567,80.46,1.418,54.482,65.9134,21,29.236,0.8
2016,Michigan St.,B10,2,0,1,0,0,0,0,0,0,123.022,93.3408,29.6807,0.945,0.56,0.426,0.73,0.3,0.34,0.175,0.142,-0.033,0.372,0.758,0.511,0.647,0.413,0.675,0.434,0.353,0.302,0.325,0.714,80.048,1.818,59.574,66.3201,29,26.632,7.2
2016,Middle Tennessee,CUSA,15,1,0,1,0,0,0,0,0,103.144,99.21,3.93408,0.605,0.518,0.485,0.607,0.357,0.428,0.172,0.194,0.022,0.282,0.745,0.482,0.643,0.472,0.662,0.389,0.357,0.341,0.338,0.503,79.073,1.752,8.754,67.5556,22,12.345,-3.2
2016,North Carolina,ACC,1,5,1,1,1,1,1,1,0,121.139,93.1009,28.0379,0.942,0.521,0.474,0.738,0.322,0.297,0.154,0.186,0.032,0.398,0.701,0.539,0.733,0.437,0.644,0.314,0.267,0.36,0.356,0.585,81.623,1.854,90.938,71.0747,28,32.034,8.5
2016,Northern Iowa,MVC,11,1,0,1,0,0,0,0,0,108.298,98.2039,10.0945,0.777,0.533,0.486,0.754,0.328,0.236,0.152,0.187,0.035,0.178,0.728,0.515,0.577,0.485,0.611,0.372,0.423,0.326,0.389,0.507,79.442,2.207,36.74,62.3968,21,21.49,-2.1
2016,Notre Dame,ACC,6,3,0,1,1,1,0,0,0,119.69,103.709,15.9813,0.824,0.535,0.492,0.735,0.332,0.269,0.148,0.148,0,0.328,0.687,0.525,0.655,0.455,0.658,0.369,0.345,0.376,0.342,0.496,80.614,1.721,76.873,64.933,21,31.682,2.3
2016,Oklahoma,B12,2,4,0,1,1,1,1,0,0,117.285,92.4357,24.849,0.938,0.545,0.464,0.728,0.336,0.273,0.18,0.176,-0.004,0.305,0.702,0.481,0.593,0.44,0.65,0.426,0.407,0.34,0.35,0.526,80.385,2.158,57.714,69.8681,25,35.834,8
2016,Oregon,P12,1,3,1,1,1,1,0,0,0,119.63,96.8455,22.7847,0.904,0.523,0.49,0.715,0.402,0.323,0.163,0.206,0.043,0.346,0.687,0.522,0.661,0.462,0.662,0.351,0.339,0.364,0.338,0.499,80.387,1.495,51.771,68.0532,27,27.638,6.7
2016,Oregon St.,P12,7,0,0,0,0,0,0,0,0,110.836,98.3992,12.4371,0.785,0.499,0.494,0.681,0.372,0.393,0.168,0.195,0.027,0.294,0.677,0.471,0.682,0.495,0.61,0.373,0.318,0.328,0.39,0.528,81.543,1.608,44.404,67.1452,18,30.461,0.3
2016,Pittsburgh,ACC,10,0,0,0,0,0,0,0,0,115.484,99.2827,16.2013,0.864,0.513,0.505,0.758,0.366,0.326,0.174,0.171,-0.003,0.374,0.725,0.507,0.692,0.487,0.657,0.351,0.308,0.358,0.343,0.629,80.759,2.072,57.184,65.557,20,31.513,1.8
2016,Providence,BE,9,1,0,1,0,0,0,0,0,109.321,95.7275,13.5932,0.826,0.481,0.488,0.727,0.377,0.278,0.163,0.207,0.044,0.309,0.698,0.481,0.631,0.492,0.664,0.321,0.369,0.321,0.336,0.63,80.423,1.133,59.887,68.4903,23,31.166,3.3
2016,Purdue,B10,5,0,0,0,0,0,0,0,0,117,92.4061,24.5939,0.933,0.537,0.443,0.742,0.351,0.277,0.175,0.138,-0.037,0.353,0.767,0.529,0.645,0.43,0.67,0.368,0.355,0.313,0.33,0.64,82.518,1.518,66.451,67.5995,26,26.889,4.4
2016,Saint Joseph's,A10,8,1,0,1,0,0,0,0,0,113.435,98.7988,14.6358,0.854,0.513,0.479,0.713,0.377,0.245,0.143,0.162,0.019,0.283,0.742,0.525,0.643,0.489,0.587,0.327,0.357,0.31,0.413,0.555,79.218,1.79,41.08,70.3117,27,21.526,3.4
2016,Seton Hall,BE,6,0,1,0,0,0,0,0,0,111.433,93.7641,17.6691,0.893,0.502,0.453,0.666,0.406,0.337,0.195,0.192,-0.003,0.35,0.693,0.491,0.704,0.443,0.669,0.353,0.296,0.316,0.331,0.513,80.19,1.139,62.243,69.4734,25,30.728,5.3
2016,South Dakota St.,Sum,12,0,0,0,0,0,0,0,0,110.826,101.245,9.58182,0.744,0.514,0.477,0.742,0.406,0.397,0.171,0.171,0,0.324,0.745,0.497,0.632,0.468,0.677,0.362,0.368,0.331,0.323,0.442,79.676,1.889,12.379,68.2819,24,12.136,-1.2
2016,Southern,SWAC,16,0,0,0,0,0,0,0,0,100.906,106.217,-5.31079,0.339,0.487,0.477,0.673,0.387,0.397,0.163,0.195,0.032,0.282,0.683,0.474,0.705,0.475,0.644,0.345,0.295,0.32,0.356,0.41,79.023,2.059,3.311,68.9507,19,8.427,-8.1
2016,Stephen F. Austin,Slnd,14,1,0,1,0,0,0,0,0,111.339,96.9336,14.405,0.772,0.555,0.496,0.744,0.339,0.401,0.182,0.259,0.077,0.335,0.703,0.551,0.636,0.495,0.694,0.375,0.364,0.332,0.306,0.644,78.024,2.171,0.458,67.4268,23,9.477,-1.2
2016,Stony Brook,AE,13,0,0,0,0,0,0,0,0,107.481,98.9433,8.53773,0.697,0.532,0.473,0.668,0.325,0.276,0.172,0.185,0.013,0.344,0.742,0.519,0.707,0.452,0.651,0.375,0.293,0.342,0.349,0.58,79.327,2.267,0.2,66.9582,24,11.251,-1.1
2016,Syracuse,ACC,10,4,0,1,1,1,1,0,0,111.357,95.507,15.8501,0.86,0.504,0.475,0.683,0.355,0.294,0.183,0.206,0.023,0.33,0.647,0.476,0.568,0.487,0.597,0.361,0.432,0.304,0.403,0.587,80.191,1.713,88.863,64.9033,19,30.281,-0.3
2016,Temple,Amer,10,0,0,0,0,0,0,0,0,106.619,98.2712,8.34785,0.716,0.469,0.467,0.684,0.271,0.286,0.137,0.166,0.029,0.29,0.702,0.445,0.622,0.465,0.681,0.340,0.378,0.314,0.319,0.547,79.896,2.186,55.758,65.9852,21,24.923,-0.1
2016,Texas,B12,6,0,0,0,0,0,0,0,0,112.821,95.7146,17.1061,0.859,0.493,0.475,0.665,0.397,0.375,0.154,0.185,0.031,0.307,0.677,0.485,0.64,0.456,0.674,0.339,0.36,0.343,0.326,0.465,81.235,1.958,73.204,65.1637,20,36.005,3.2
2016,Texas A&M,SEC,3,2,0,1,1,0,0,0,0,114.159,92.3528,21.8057,0.918,0.514,0.471,0.673,0.375,0.324,0.172,0.209,0.037,0.35,0.7,0.507,0.63,0.456,0.605,0.350,0.37,0.329,0.395,0.634,80.689,1.815,69.544,66.5488,26,27.831,5.2
2016,Texas Tech,B12,8,0,0,0,0,0,0,0,0,113.846,99.1212,14.7244,0.82,0.499,0.493,0.746,0.431,0.329,0.177,0.189,0.012,0.317,0.676,0.492,0.696,0.472,0.621,0.345,0.304,0.352,0.379,0.532,80.266,1.716,18.334,65.9989,19,32.532,1.3
2016,Tulsa,Amer,11,0,0,0,0,0,0,0,0,111.352,99.564,11.788,0.747,0.504,0.483,0.678,0.4,0.348,0.155,0.206,0.051,0.28,0.696,0.51,0.634,0.447,0.632,0.329,0.366,0.363,0.368,0.534,79.345,2.725,3.983,68.4348,20,22.502,-1.2
2016,UNC Asheville,BSth,15,0,0,0,0,0,0,0,0,103.529,99.3166,4.21193,0.549,0.499,0.487,0.701,0.424,0.334,0.186,0.224,0.038,0.316,0.706,0.506,0.699,0.517,0.645,0.322,0.301,0.288,0.355,0.463,77.31,1.148,11.114,70.1811,20,10.414,-6.3
2016,UNC Wilmington,CAA,13,0,0,0,0,0,0,0,0,110.051,100.792,9.25855,0.707,0.512,0.471,0.704,0.359,0.543,0.16,0.201,0.041,0.321,0.701,0.512,0.666,0.455,0.714,0.341,0.334,0.341,0.286,0.475,79.546,1.606,1.709,70.1618,23,13.73,-0.7
2016,USC,P12,8,0,0,0,0,0,0,0,0,113.901,99.116,14.7848,0.848,0.52,0.473,0.678,0.353,0.285,0.165,0.169,0.004,0.324,0.681,0.492,0.676,0.467,0.656,0.385,0.324,0.323,0.344,0.513,82.316,1.247,72.171,71.1914,21,26.984,0.2
2016,Utah,P12,3,1,0,1,0,0,0,0,0,115.673,97.5601,18.1129,0.875,0.552,0.474,0.717,0.384,0.234,0.178,0.152,-0.026,0.29,0.72,0.558,0.624,0.438,0.681,0.360,0.376,0.368,0.319,0.569,81.582,2.011,34.826,65.2107,25,30.751,5.6
2016,Vanderbilt,SEC,11,0,0,0,0,0,0,0,0,114.458,94.5381,19.9195,0.919,0.535,0.431,0.699,0.395,0.342,0.168,0.143,-0.025,0.274,0.706,0.505,0.619,0.427,0.695,0.388,0.381,0.292,0.305,0.568,82.804,1.344,60.005,67.7217,19,29.795,-0.4
2016,VCU,A10,10,1,0,1,0,0,0,0,0,110.984,94.769,16.2152,0.878,0.509,0.49,0.69,0.323,0.37,0.162,0.219,0.057,0.333,0.722,0.496,0.672,0.484,0.701,0.356,0.328,0.336,0.299,0.512,79.253,2.092,38.015,69.4498,24,20.513,-0.1
2016,Villanova,BE,2,6,0,1,1,1,1,1,1,118.299,91.552,26.7471,0.959,0.543,0.463,0.777,0.343,0.314,0.164,0.204,0.04,0.286,0.713,0.564,0.562,0.439,0.625,0.344,0.438,0.335,0.375,0.607,80.028,1.709,81.555,66.5578,29,30.779,8.9
2016,Virginia,ACC,1,3,0,1,1,1,0,0,0,120.224,91.1288,29.0952,0.954,0.544,0.487,0.754,0.324,0.337,0.153,0.197,0.044,0.306,0.741,0.519,0.719,0.465,0.627,0.405,0.281,0.349,0.373,0.557,80.253,1.985,74.302,60.6947,26,36.199,8.7
2016,Weber St.,BSky,15,0,0,0,0,0,0,0,0,103.593,100.851,2.74146,0.593,0.549,0.472,0.677,0.466,0.288,0.197,0.155,-0.042,0.26,0.748,0.555,0.579,0.451,0.726,0.360,0.421,0.352,0.274,0.521,80.035,1.391,1.595,66.9958,23,9.167,-3.7
2016,West Virginia,B12,3,0,0,0,0,0,0,0,0,116.39,90.4754,25.9146,0.944,0.502,0.488,0.67,0.461,0.548,0.196,0.255,0.059,0.419,0.728,0.507,0.694,0.482,0.639,0.329,0.306,0.332,0.361,0.542,80.627,1.724,46.477,69.3697,26,34.85,7.4
2016,Wichita St.,MVC,11,1,0,1,0,0,0,0,0,111.743,90.5918,21.1508,0.919,0.496,0.445,0.716,0.378,0.454,0.148,0.232,0.084,0.319,0.764,0.498,0.615,0.418,0.629,0.329,0.385,0.327,0.371,0.573,80.021,1.873,27.563,65.8499,23,18.276,0.2
2016,Wisconsin,B10,7,2,0,1,1,0,0,0,0,111.769,95.4038,16.3651,0.837,0.49,0.485,0.707,0.397,0.343,0.17,0.188,0.018,0.336,0.718,0.466,0.662,0.451,0.707,0.358,0.338,0.38,0.293,0.494,80.463,1.348,58.366,63.2633,20,29.577,0.4
2016,Xavier,BE,2,1,0,1,0,0,0,0,0,117.096,95.3858,21.71,0.922,0.515,0.479,0.731,0.429,0.344,0.175,0.194,0.019,0.357,0.737,0.5,0.653,0.484,0.596,0.362,0.347,0.315,0.404,0.598,80.569,1.534,65.075,71.9214,27,29.509,7.7
2016,Yale,Ivy,12,1,0,1,0,0,0,0,0,109.51,95.6837,13.8265,0.812,0.525,0.463,0.667,0.421,0.338,0.201,0.182,-0.019,0.392,0.76,0.511,0.692,0.455,0.656,0.371,0.308,0.318,0.344,0.576,79.41,2.27,3.85,65.9753,21,15.942,-0.1
2015,Albany,AE,14,0,0,0,0,0,0,0,0,106.463,103.431,3.03231,0.572,0.501,0.496,0.761,0.399,0.304,0.19,0.203,0.013,0.325,0.745,0.481,0.659,0.459,0.584,0.360,0.341,0.365,0.416,0.473,79.161,1.654,0.2,60.7359,24,9.985,-3.3
2015,Arizona,P12,2,3,1,1,1,1,0,0,0,118.227,85.9123,32.3143,0.965,0.536,0.443,0.699,0.471,0.363,0.167,0.211,0.044,0.341,0.777,0.534,0.742,0.42,0.686,0.360,0.258,0.328,0.314,0.532,81.471,1.481,82.563,65.5943,31,24.455,9
2015,Arkansas,SEC,5,1,0,1,0,0,0,0,0,114.941,97.964,16.9767,0.857,0.502,0.486,0.724,0.373,0.385,0.166,0.226,0.06,0.356,0.658,0.491,0.689,0.466,0.687,0.350,0.311,0.353,0.313,0.589,80.425,1.74,61.527,69.1346,26,25.539,3.8
2015,Baylor,B12,3,0,0,0,0,0,0,0,0,117.192,93.7123,23.4796,0.927,0.498,0.458,0.667,0.388,0.324,0.196,0.196,0,0.418,0.683,0.46,0.668,0.465,0.641,0.382,0.332,0.298,0.359,0.599,79.972,1.871,33.696,61.2742,23,31.828,5
2015,Belmont,OVC,15,0,0,0,0,0,0,0,0,109.115,107.619,1.49515,0.522,0.565,0.513,0.69,0.33,0.277,0.203,0.187,-0.016,0.292,0.705,0.563,0.52,0.512,0.631,0.379,0.48,0.343,0.369,0.589,79.497,1.468,19.383,66.5706,21,11.943,-4.7
2015,Boise St.,MWC,11,0,0,0,0,0,0,0,0,111.769,97.7869,13.9824,0.799,0.535,0.474,0.728,0.329,0.315,0.161,0.194,0.033,0.276,0.741,0.498,0.583,0.478,0.646,0.391,0.417,0.312,0.354,0.484,80.473,1.975,4.95,62.8256,23,19.11,0.2
2015,Buffalo,MAC,12,0,0,0,0,0,0,0,0,111.344,99.0045,12.339,0.777,0.486,0.485,0.722,0.423,0.338,0.164,0.198,0.034,0.347,0.696,0.476,0.698,0.479,0.619,0.340,0.302,0.33,0.381,0.515,79.727,1.737,15.051,68.4522,23,17.477,-1.3
2015,Butler,BE,6,1,0,1,0,0,0,0,0,110.554,90.9269,19.6267,0.899,0.491,0.469,0.68,0.405,0.333,0.174,0.193,0.019,0.355,0.751,0.472,0.71,0.473,0.661,0.358,0.29,0.306,0.339,0.474,79.349,1.934,52.49,63.0408,22,31.075,3.5
