Year,Team,Conf,Seed,Wins,Won_ConfT,Round_32,Sweet_16,Elite_8,Final_4,Champ_Game,Won_Natty,AdjO,AdjD,AdjEM,BARTHAG,EFG%,EFG%D,FT%,FTR,FTRD,TOV%,TOV%D,TOV%_Diff,OREB%,DREB%,2PT%,2PTR,2PT%D,2PTRD,3PT%,3PTR,3PT%D,3PTRD,AST%,Height,Experience,Talent,AdjT,W,Elite_SOS,WAB
2022,Duke,ACC,2,4,0,1,1,1,1,0,0,119.363,95.6508,23.7124,0.943,0.556,0.47,0.729,0.286,0.189,0.149,0.161,0.012,0.319,0.715,0.558,0.634,0.469,0.662,0.368,0.366,0.314,0.338,0.566,81.821,0.988,91.521,67.3866,28,28.364,7.2
2022,Georgia St.,SB,16,0,0,0,0,0,0,0,0,101.532,99.6875,1.84485,0.54,0.451,0.497,0.716,0.302,0.328,0.169,0.227,0.058,0.328,0.693,0.431,0.631,0.454,0.619,0.323,0.369,0.379,0.381,0.525,79.491,2.162,28.01,67.1142,15,12.187,-5.2
2022,Gonzaga,WCC,1,2,0,1,1,0,0,0,0,121.805,88.836,32.9688,0.973,0.594,0.432,0.731,0.297,0.222,0.159,0.17,0.011,0.29,0.77,0.609,0.646,0.416,0.661,0.379,0.354,0.307,0.339,0.55,81.959,1.559,86.976,72.4831,26,24.951,6.7
2022,Houston,Amer,5,3,0,1,1,1,0,0,0,117.348,90.8508,26.4976,0.96,0.536,0.435,0.669,0.287,0.351,0.171,0.217,0.046,0.378,0.727,0.551,0.609,0.435,0.571,0.341,0.391,0.29,0.429,0.595,80.47,2.179,51.79,63.8376,29,22.655,6.2
2022,Illinois,B10,4,1,0,1,0,0,0,0,0,113.725,94.138,19.5866,0.908,0.531,0.463,0.708,0.317,0.284,0.177,0.156,-0.021,0.334,0.742,0.517,0.573,0.455,0.704,0.367,0.427,0.322,0.296,0.577,81.538,2.241,54.781,67.0758,22,30.786,4.2
2022,Indiana,B10,12,0,0,0,0,0,0,0,0,107.558,92.6213,14.9367,0.884,0.513,0.456,0.699,0.335,0.306,0.173,0.174,0.001,0.269,0.75,0.514,0.682,0.434,0.598,0.339,0.318,0.326,0.402,0.574,80.526,2.053,72.37,66.9603,20,29.313,0.3
2022,Iowa,B10,5,0,1,0,0,0,0,0,0,121.548,98.0208,23.5269,0.922,0.536,0.498,0.749,0.304,0.262,0.129,0.193,0.064,0.322,0.698,0.526,0.608,0.5,0.635,0.368,0.392,0.329,0.365,0.538,80.532,1.681,43.723,69.5965,26,28.129,4.6
2022,Iowa St.,B12,11,2,0,1,1,0,0,0,0,104.382,90.4362,13.9459,0.849,0.499,0.484,0.684,0.281,0.362,0.204,0.245,0.041,0.282,0.715,0.509,0.626,0.507,0.625,0.321,0.374,0.296,0.375,0.601,79.663,2.195,47.374,66.0731,20,36.278,2.8
2022,Jacksonville St.,ASun,15,0,0,0,0,0,0,0,0,105.325,103.083,2.24147,0.564,0.542,0.48,0.683,0.322,0.211,0.2,0.171,-0.029,0.283,0.738,0.518,0.573,0.474,0.551,0.382,0.427,0.325,0.449,0.539,80.43,2.546,6.265,65.1165,19,10.698,-5.2
2022,Kansas,B12,1,6,1,1,1,1,1,1,1,119.389,93.8965,25.492,0.951,0.541,0.469,0.724,0.328,0.278,0.178,0.184,0.006,0.334,0.711,0.545,0.662,0.479,0.658,0.355,0.338,0.301,0.342,0.539,80.111,2.082,77.998,69.0976,28,36.398,10.4
2022,Kentucky,SEC,2,0,0,0,0,0,0,0,0,120.191,93.5959,26.5948,0.939,0.533,0.465,0.73,0.272,0.251,0.166,0.174,0.008,0.378,0.751,0.537,0.719,0.472,0.64,0.349,0.281,0.303,0.36,0.53,80.438,1.856,74.515,67.3275,26,32.472,6.9
2022,Longwood,BSth,14,0,0,0,0,0,0,0,0,106.108,103.624,2.48399,0.582,0.517,0.506,0.724,0.359,0.268,0.182,0.201,0.019,0.336,0.755,0.48,0.628,0.536,0.564,0.386,0.372,0.311,0.436,0.527,78.467,2.05,4.353,66.0454,22,8.664,-2.3
2022,Loyola Chicago,MVC,10,0,0,0,0,0,0,0,0,110.891,93.196,17.6948,0.849,0.563,0.47,0.718,0.319,0.284,0.184,0.199,0.015,0.251,0.761,0.558,0.569,0.469,0.619,0.380,0.431,0.315,0.381,0.568,79.514,2.525,5.155,64.5889,24,19.04,1.8
2022,LSU,SEC,6,0,0,0,0,0,0,0,0,107.64,88.5581,19.0816,0.891,0.495,0.451,0.732,0.33,0.384,0.204,0.253,0.049,0.337,0.688,0.505,0.654,0.477,0.541,0.319,0.346,0.28,0.459,0.487,80.415,1.196,72.652,68.6446,22,30.073,2.3
2022,Marquette,BE,9,0,0,0,0,0,0,0,0,109.787,95.785,14.0024,0.807,0.526,0.467,0.747,0.268,0.297,0.173,0.191,0.018,0.224,0.686,0.529,0.583,0.462,0.644,0.347,0.417,0.317,0.356,0.594,80.422,1.239,58.313,70.6644,19,29.119,0.7
2022,Memphis,Amer,9,1,0,1,0,0,0,0,0,110.368,94.1479,16.2198,0.875,0.526,0.465,0.692,0.384,0.329,0.229,0.209,-0.02,0.375,0.69,0.52,0.692,0.453,0.572,0.359,0.308,0.321,0.428,0.596,81.378,1.725,80.073,70.2976,21,26.062,1.4
2022,Miami FL,ACC,10,3,0,1,1,1,0,0,0,114.756,102.136,12.6207,0.813,0.542,0.534,0.743,0.289,0.246,0.142,0.203,0.061,0.234,0.697,0.549,0.641,0.539,0.606,0.353,0.359,0.352,0.394,0.508,80.224,2.424,65.462,67.2783,23,27.253,2.6
2022,Michigan,B10,11,2,0,1,1,0,0,0,0,114.207,98.5588,15.6481,0.868,0.523,0.503,0.746,0.289,0.266,0.171,0.15,-0.021,0.312,0.762,0.53,0.677,0.508,0.661,0.340,0.323,0.33,0.339,0.524,82.778,1.413,72.575,66.285,17,34.033,0.2
2022,Michigan St.,B10,7,1,0,1,0,0,0,0,0,111.275,96.4032,14.8717,0.848,0.52,0.475,0.747,0.304,0.283,0.192,0.153,-0.039,0.307,0.73,0.497,0.666,0.479,0.622,0.378,0.334,0.312,0.378,0.607,81.359,1.746,75.799,67.5067,22,32.331,2.9
2022,Montana St.,BSky,14,0,0,0,0,0,0,0,0,104.531,100.723,3.80856,0.562,0.541,0.486,0.748,0.405,0.362,0.185,0.183,-0.002,0.267,0.767,0.532,0.64,0.482,0.641,0.372,0.36,0.328,0.359,0.473,80.128,1.961,7.356,67.294,25,7.984,-2.8
2022,Murray St.,OVC,7,1,0,1,0,0,0,0,0,111.518,95.1287,16.389,0.838,0.529,0.48,0.698,0.311,0.246,0.171,0.21,0.039,0.355,0.746,0.535,0.623,0.5,0.594,0.347,0.377,0.301,0.406,0.502,79.972,2.121,18.119,65.7834,27,12.852,3.5
2022,New Mexico St.,WAC,12,1,0,1,0,0,0,0,0,107.805,97.7021,10.1026,0.726,0.522,0.455,0.695,0.354,0.278,0.207,0.169,-0.038,0.333,0.738,0.541,0.589,0.458,0.574,0.330,0.411,0.3,0.426,0.536,80.361,2.364,16.577,66.1724,23,14.913,0.7
2022,Norfolk St.,MEAC,16,0,0,0,0,0,0,0,0,102.43,102.285,0.14543,0.438,0.515,0.451,0.695,0.391,0.333,0.199,0.185,-0.014,0.298,0.728,0.513,0.642,0.463,0.549,0.345,0.358,0.291,0.451,0.476,79.263,2.43,7.809,66.9322,21,6.905,-3.1
2022,North Carolina,ACC,8,5,0,1,1,1,1,1,0,113.057,97.0108,16.0459,0.866,0.521,0.498,0.772,0.296,0.215,0.165,0.141,-0.024,0.304,0.792,0.507,0.626,0.483,0.631,0.362,0.374,0.349,0.369,0.536,81.474,1.742,87.453,70.1492,24,29.665,4.3
2022,Notre Dame,ACC,11,1,0,1,0,0,0,0,0,111.997,98.3632,13.6336,0.836,0.54,0.491,0.759,0.277,0.229,0.155,0.15,-0.005,0.221,0.76,0.52,0.569,0.499,0.647,0.378,0.431,0.317,0.353,0.554,80.4,2.393,72.248,65.7294,21,27.584,1.8
2022,Ohio St.,B10,7,1,0,1,0,0,0,0,0,116.627,100.804,15.8224,0.857,0.548,0.479,0.76,0.335,0.292,0.167,0.153,-0.014,0.288,0.714,0.54,0.603,0.462,0.647,0.373,0.397,0.34,0.353,0.49,79.752,1.936,66.738,64.9727,19,29.666,1.4
2022,Providence,BE,4,2,0,1,1,0,0,0,0,111.929,98.0491,13.8797,0.835,0.503,0.467,0.726,0.385,0.263,0.173,0.158,-0.015,0.305,0.72,0.496,0.619,0.466,0.639,0.343,0.381,0.312,0.361,0.54,80.621,2.733,42.028,65.193,25,25.783,6
2022,Purdue,B10,3,2,0,1,1,0,0,0,0,121.268,98.9804,22.2872,0.933,0.57,0.496,0.703,0.363,0.214,0.173,0.141,-0.032,0.352,0.764,0.559,0.609,0.492,0.59,0.391,0.391,0.335,0.41,0.589,82.01,1.778,60.487,65.764,27,30.201,7.1
2022,Richmond,A10,12,1,0,1,0,0,0,0,0,109.146,99.3205,9.82501,0.716,0.515,0.505,0.725,0.309,0.235,0.144,0.189,0.045,0.224,0.728,0.522,0.58,0.5,0.643,0.338,0.42,0.343,0.357,0.573,80.409,2.623,15.581,66.8627,23,19.541,-1.6
2022,Rutgers,B10,11,0,0,0,0,0,0,0,0,106.375,95.5107,10.8648,0.738,0.495,0.483,0.701,0.269,0.288,0.173,0.182,0.009,0.293,0.729,0.491,0.686,0.465,0.598,0.336,0.314,0.34,0.402,0.587,80.718,2.135,51.706,64.9317,18,28.945,-0.7
2022,Saint Mary's,WCC,5,1,0,1,0,0,0,0,0,109.764,89.9554,19.8082,0.887,0.526,0.483,0.767,0.232,0.244,0.171,0.195,0.024,0.273,0.781,0.526,0.639,0.47,0.712,0.351,0.361,0.344,0.288,0.51,80.684,2.27,32.634,63.493,24,25.887,3.9
2022,Saint Peter's,MAAC,15,3,0,1,1,1,0,0,0,98.7512,94.4758,4.27548,0.604,0.478,0.441,0.685,0.375,0.41,0.208,0.209,0.001,0.315,0.72,0.459,0.697,0.44,0.637,0.348,0.303,0.294,0.363,0.516,79.399,1.895,0.2,65.9614,18,12.317,-5.6
2022,San Diego St.,MWC,8,0,0,0,0,0,0,0,0,104.106,85.9549,18.151,0.863,0.488,0.44,0.695,0.313,0.306,0.193,0.217,0.024,0.296,0.73,0.466,0.692,0.431,0.618,0.358,0.308,0.304,0.382,0.497,80.352,2.481,31.863,65.2809,23,23.962,2.6
2022,San Francisco,WCC,10,0,0,0,0,0,0,0,0,110.756,92.3886,18.3679,0.877,0.531,0.469,0.692,0.284,0.322,0.181,0.185,0.004,0.303,0.762,0.539,0.556,0.484,0.696,0.347,0.444,0.289,0.304,0.47,81.411,2.568,3.516,68.6767,23,24.113,1.6
2022,Seton Hall,BE,8,0,0,0,0,0,0,0,0,108.487,93.5199,14.967,0.826,0.476,0.454,0.756,0.308,0.278,0.175,0.185,0.01,0.327,0.709,0.462,0.644,0.448,0.657,0.333,0.356,0.31,0.343,0.399,82.244,2.526,67.935,67.2574,20,28.752,2.1
2022,South Dakota St.,Sum,13,0,0,0,0,0,0,0,0,116.763,105.32,11.4429,0.761,0.597,0.515,0.76,0.352,0.213,0.153,0.158,0.005,0.24,0.758,0.563,0.657,0.506,0.586,0.442,0.343,0.352,0.414,0.473,79.114,2.058,0.603,69.4008,28,11.018,1.5
2022,TCU,B12,9,1,0,1,0,0,0,0,0,108.261,93.3525,14.909,0.841,0.489,0.477,0.668,0.312,0.267,0.216,0.184,-0.032,0.378,0.739,0.505,0.68,0.479,0.654,0.303,0.32,0.315,0.346,0.539,80.572,1.734,65.515,65.834,20,36.146,2.9
2022,Tennessee,SEC,3,1,1,1,0,0,0,0,0,111.439,86.1987,25.2399,0.938,0.503,0.462,0.712,0.296,0.316,0.18,0.229,0.049,0.328,0.726,0.48,0.593,0.458,0.606,0.358,0.407,0.312,0.394,0.623,81.038,1.362,69.805,67.1668,26,34.071,8
2022,Texas,B12,6,1,0,1,0,0,0,0,0,111.812,91.4059,20.4063,0.918,0.501,0.465,0.749,0.323,0.368,0.182,0.233,0.051,0.319,0.7,0.509,0.64,0.461,0.663,0.323,0.36,0.316,0.337,0.533,79.048,2.664,78.557,63.0969,21,35.097,3.3
2022,Texas A&M Corpus Chris,Slnd,16,0,0,0,0,0,0,0,0,96.9771,103.288,-6.3107,0.321,0.473,0.491,0.75,0.384,0.416,0.199,0.227,0.028,0.347,0.71,0.473,0.687,0.505,0.572,0.316,0.313,0.315,0.428,0.534,78.731,2.352,3.592,68.9287,19,7.53,-7.6
2022,Texas Southern,SWAC,16,0,0,0,0,0,0,0,0,98.1424,99.4749,-1.33245,0.45,0.487,0.449,0.671,0.327,0.343,0.214,0.174,-0.04,0.338,0.718,0.492,0.686,0.452,0.642,0.317,0.314,0.295,0.358,0.423,80.4,2.813,16.145,67.6207,18,11.938,-6.8
2022,Texas Tech,B12,3,2,0,1,1,0,0,0,0,109.701,85.0595,24.641,0.943,0.524,0.455,0.699,0.361,0.321,0.203,0.236,0.033,0.333,0.739,0.551,0.656,0.443,0.544,0.314,0.344,0.313,0.456,0.523,80.053,2.456,22.03,66.455,25,35.796,6.5
2022,UAB,CUSA,12,0,0,0,0,0,0,0,0,112.489,98.456,14.0333,0.807,0.529,0.479,0.739,0.295,0.315,0.163,0.214,0.051,0.334,0.726,0.506,0.673,0.475,0.629,0.383,0.327,0.324,0.371,0.442,80.366,2.645,28.246,68.7871,25,14.007,-0.1
2022,UCLA,P12,4,2,0,1,1,0,0,0,0,116.076,91.2287,24.8472,0.933,0.506,0.477,0.736,0.298,0.292,0.134,0.197,0.063,0.319,0.752,0.496,0.685,0.473,0.622,0.352,0.315,0.322,0.378,0.499,80.205,2.209,79.66,65.5444,25,27.038,5.1
2022,USC,P12,7,0,0,0,0,0,0,0,0,110.473,96.0232,14.4494,0.816,0.511,0.447,0.666,0.309,0.263,0.177,0.147,-0.03,0.338,0.728,0.501,0.68,0.416,0.655,0.354,0.32,0.337,0.345,0.528,81.678,2.119,59.267,66.022,26,24.007,4.1
2022,Vermont,AE,13,0,0,0,0,0,0,0,0,110.775,97.7084,13.0669,0.778,0.573,0.477,0.747,0.266,0.226,0.149,0.171,0.022,0.24,0.814,0.589,0.569,0.452,0.624,0.368,0.431,0.344,0.376,0.549,78.553,2.807,4.679,64.9527,27,8.437,-0.8
2022,Villanova,BE,2,4,1,1,1,1,1,0,0,117.95,93.8397,24.1107,0.934,0.52,0.475,0.823,0.305,0.251,0.155,0.188,0.033,0.309,0.72,0.503,0.54,0.482,0.57,0.359,0.46,0.31,0.43,0.49,79.315,2.392,69.071,62.55,26,31.835,7.4
2022,Virginia Tech,ACC,11,0,1,0,0,0,0,0,0,114.268,96.4045,17.8634,0.898,0.552,0.487,0.743,0.237,0.252,0.17,0.188,0.018,0.281,0.739,0.525,0.586,0.494,0.63,0.393,0.414,0.317,0.37,0.554,79.95,2.136,20.673,62.9067,23,28.436,1.7
2022,Wisconsin,B10,3,1,0,1,0,0,0,0,0,110.398,94.8142,15.5839,0.863,0.482,0.494,0.742,0.323,0.277,0.127,0.169,0.042,0.258,0.76,0.489,0.64,0.499,0.663,0.313,0.36,0.323,0.337,0.44,82.342,1.462,62.378,66.466,24,31.803,6.5
2022,Wright St.,Horz,16,0,0,0,0,0,0,0,0,106.365,107.231,-0.86607,0.427,0.52,0.512,0.766,0.311,0.26,0.179,0.184,0.005,0.313,0.7,0.532,0.675,0.516,0.658,0.330,0.325,0.337,0.342,0.503,79.768,1.581,9.944,68.4334,20,8.923,-8.4
2022,Wyoming,MWC,12,0,0,0,0,0,0,0,0,110.173,97.0777,13.0956,0.777,0.524,0.472,0.725,0.37,0.245,0.167,0.158,-0.009,0.256,0.759,0.545,0.582,0.483,0.613,0.330,0.418,0.303,0.387,0.438,80.509,1.816,1.779,66.0062,24,21.516,1.9
2022,Yale,Ivy,14,0,0,0,0,0,0,0,0,101.474,99.2392,2.23432,0.541,0.501,0.489,0.737,0.327,0.311,0.183,0.182,-0.001,0.256,0.735,0.505,0.637,0.511,0.588,0.329,0.363,0.304,0.412,0.464,78.217,1.898,9.416,68.6807,18,14.651,-4.9
2021,Abilene Christian,Slnd,14,1,0,1,0,0,0,0,0,103.047,92.9196,10.1273,0.735,0.529,0.454,0.688,0.34,0.425,0.194,0.267,0.073,0.306,0.721,0.508,0.635,0.463,0.66,0.377,0.365,0.291,0.34,0.669,79.765,2.228,0.2,69.9524,19,9.607,-1.1
2021,Alabama,SEC,2,2,1,1,1,0,0,0,0,111.722,86.734,24.9876,0.928,0.513,0.453,0.72,0.286,0.319,0.186,0.211,0.025,0.315,0.702,0.501,0.529,0.464,0.664,0.351,0.471,0.288,0.336,0.508,80.152,1.841,70.27,73.9267,24,31.992,6.9
2021,Appalachian St.,SB,16,0,0,0,0,0,0,0,0,99.3998,103.738,-4.33805,0.339,0.477,0.504,0.716,0.33,0.24,0.175,0.2,0.025,0.278,0.694,0.467,0.561,0.504,0.622,0.326,0.439,0.335,0.378,0.488,79.11,1.818,9.441,65.6825,13,9.753,-7.6
2021,Arkansas,SEC,3,3,0,1,1,1,0,0,0,111.502,89.9724,21.5292,0.896,0.515,0.476,0.737,0.327,0.293,0.174,0.203,0.029,0.317,0.738,0.519,0.642,0.469,0.624,0.339,0.358,0.326,0.376,0.507,80.987,1.545,55.045,73.1045,22,28.411,4.6
2021,Baylor,B12,1,6,0,1,1,1,1,1,1,123.265,93.7679,29.4969,0.961,0.575,0.491,0.697,0.27,0.317,0.176,0.246,0.07,0.375,0.691,0.541,0.608,0.481,0.657,0.418,0.392,0.34,0.343,0.548,79.37,1.967,57.416,68.3891,22,27.876,6.7
2021,BYU,WCC,6,0,0,0,0,0,0,0,0,113.107,92.1612,20.9462,0.894,0.55,0.466,0.736,0.278,0.294,0.19,0.16,-0.03,0.286,0.767,0.545,0.612,0.455,0.652,0.373,0.388,0.324,0.348,0.569,82.332,1.984,39.722,67.9796,19,29.972,3.6
2021,Clemson,ACC,7,0,0,0,0,0,0,0,0,106.87,90.7046,16.1652,0.848,0.504,0.488,0.765,0.236,0.296,0.195,0.216,0.021,0.266,0.735,0.492,0.561,0.474,0.596,0.346,0.439,0.338,0.404,0.564,80.524,1.794,59.066,64.2422,16,32.216,2.9
2021,Cleveland St.,Horz,15,0,0,0,0,0,0,0,0,100.852,99.4794,1.37289,0.486,0.506,0.489,0.669,0.319,0.372,0.185,0.203,0.018,0.309,0.681,0.521,0.657,0.509,0.575,0.319,0.343,0.308,0.425,0.529,79.047,2.036,2.192,66.3028,19,12.128,-2.7
2021,Colgate,Pat,14,0,0,0,0,0,0,0,0,110.89,100.668,10.2223,0.829,0.57,0.456,0.731,0.31,0.25,0.137,0.166,0.029,0.282,0.746,0.554,0.641,0.494,0.63,0.400,0.359,0.261,0.37,0.561,80.225,1.82,0.2,72.4472,14,5.698,0.4
2021,Colorado,P12,5,1,0,1,0,0,0,0,0,114.417,92.7358,21.6816,0.934,0.52,0.477,0.822,0.299,0.28,0.168,0.198,0.03,0.309,0.744,0.503,0.642,0.465,0.652,0.367,0.358,0.333,0.348,0.513,80.306,2.245,48.237,66.3585,22,32.71,4.9
2021,Connecticut,BE,7,0,0,0,0,0,0,0,0,113.581,91.6796,21.9011,0.918,0.495,0.462,0.731,0.296,0.369,0.175,0.196,0.021,0.368,0.702,0.49,0.667,0.456,0.67,0.336,0.333,0.316,0.33,0.494,80.977,1.785,52.299,66.0354,15,31.015,2
2021,Creighton,BE,5,2,0,1,1,0,0,0,0,114.87,93.5652,21.3051,0.903,0.557,0.469,0.642,0.269,0.257,0.158,0.178,0.02,0.248,0.718,0.563,0.557,0.461,0.61,0.367,0.443,0.321,0.39,0.558,79.001,2.215,57.988,69.0627,20,30.082,3.2
2021,Drake,MVC,11,0,0,0,0,0,0,0,0,113.949,99.3062,14.6425,0.786,0.545,0.484,0.711,0.252,0.297,0.152,0.188,0.036,0.316,0.751,0.544,0.687,0.497,0.641,0.366,0.313,0.308,0.359,0.453,79.545,1.958,0.2,66.7599,23,15.072,1.8
2021,Drexel,CAA,16,0,0,0,0,0,0,0,0,107.143,105.525,1.6183,0.565,0.543,0.496,0.777,0.285,0.272,0.196,0.164,-0.032,0.294,0.757,0.535,0.643,0.504,0.656,0.372,0.357,0.321,0.344,0.582,80.023,1.77,8.771,64.2271,12,8.855,-4.5
2021,Eastern Washington,BSky,14,0,0,0,0,0,0,0,0,107.67,101.018,6.65145,0.713,0.541,0.475,0.799,0.304,0.277,0.165,0.165,0,0.239,0.744,0.542,0.604,0.476,0.646,0.359,0.396,0.316,0.354,0.541,79.677,1.614,0.2,72.3499,15,13.059,-3.1
2021,Florida,SEC,7,1,0,1,0,0,0,0,0,110.975,93.4227,17.5522,0.873,0.525,0.475,0.757,0.338,0.348,0.207,0.206,-0.001,0.308,0.684,0.519,0.662,0.484,0.647,0.357,0.338,0.306,0.353,0.45,80.694,1.529,60.198,68.6479,14,34.098,1.2
2021,Florida St.,ACC,4,2,0,1,1,0,0,0,0,116.442,94.3726,22.0698,0.929,0.544,0.465,0.738,0.327,0.363,0.202,0.196,-0.006,0.357,0.686,0.521,0.645,0.442,0.6,0.390,0.355,0.333,0.4,0.519,82.065,1.949,53.523,70.5582,16,27.679,2.4
2021,Georgetown,BE,12,0,1,0,0,0,0,0,0,107.693,93.636,14.0569,0.825,0.496,0.48,0.754,0.303,0.259,0.217,0.162,-0.055,0.324,0.727,0.461,0.612,0.474,0.603,0.366,0.388,0.326,0.397,0.517,81.822,2.018,40.505,69.6374,13,32.752,-1.1
2021,Georgia Tech,ACC,9,0,1,0,0,0,0,0,0,113.332,94.783,18.5494,0.869,0.539,0.522,0.727,0.29,0.289,0.159,0.228,0.069,0.248,0.701,0.548,0.63,0.507,0.654,0.349,0.37,0.367,0.346,0.577,80.032,2.51,51.343,67.7637,17,29.468,1.8
2021,Gonzaga,WCC,1,5,0,1,1,1,1,1,0,126.111,89.4872,36.6241,0.979,0.61,0.475,0.726,0.367,0.259,0.161,0.203,0.042,0.304,0.766,0.64,0.677,0.468,0.655,0.365,0.323,0.325,0.345,0.536,80.58,1.528,80.761,74.7701,26,24.19,8.5
2021,Grand Canyon,WAC,15,0,0,0,0,0,0,0,0,103.554,96.5771,6.97644,0.716,0.528,0.447,0.692,0.345,0.294,0.204,0.165,-0.039,0.33,0.772,0.554,0.638,0.448,0.607,0.322,0.362,0.297,0.393,0.557,81.935,2.131,14.562,65.4771,14,10.505,-2.9
2021,Hartford,AE,16,0,0,0,0,0,0,0,0,97.4886,100.22,-2.73095,0.427,0.504,0.476,0.712,0.286,0.25,0.19,0.204,0.014,0.249,0.712,0.513,0.575,0.507,0.593,0.327,0.425,0.287,0.407,0.466,80.654,1.927,12.091,66.7023,15,10.041,-4.9
2021,Houston,Amer,2,4,0,1,1,1,1,0,0,118.922,90.1017,28.8202,0.964,0.513,0.429,0.743,0.307,0.424,0.163,0.216,0.053,0.394,0.72,0.499,0.577,0.43,0.624,0.355,0.423,0.285,0.376,0.514,79.302,1.843,57.911,64.9246,23,18.87,4
2021,Illinois,B10,1,1,1,1,0,0,0,0,0,118.957,88.3445,30.6122,0.951,0.556,0.466,0.691,0.392,0.305,0.182,0.161,-0.021,0.33,0.778,0.553,0.693,0.454,0.67,0.376,0.307,0.327,0.33,0.555,80.548,1.627,73.109,70.7135,23,40.223,8.8
2021,Iona,MAAC,15,0,0,0,0,0,0,0,0,100.371,101.407,-1.03598,0.555,0.512,0.456,0.743,0.361,0.463,0.225,0.196,-0.029,0.335,0.738,0.499,0.624,0.458,0.621,0.355,0.376,0.301,0.379,0.56,80.272,1.731,9.632,68.3119,12,7.27,-3.2
2021,Iowa,B10,2,1,0,1,0,0,0,0,0,123.496,94.5925,28.9031,0.946,0.546,0.483,0.713,0.32,0.226,0.133,0.163,0.03,0.307,0.714,0.524,0.602,0.458,0.604,0.386,0.398,0.348,0.396,0.638,81.654,1.656,61.215,69.9829,21,36.806,5.5
2021,Kansas,B12,3,1,0,1,0,0,0,0,0,109.615,88.5839,21.0313,0.895,0.497,0.47,0.714,0.305,0.265,0.177,0.2,0.023,0.312,0.731,0.493,0.64,0.459,0.625,0.337,0.36,0.325,0.375,0.522,80.329,1.46,80.676,68.2629,19,36.237,4.3
2021,Liberty,ASun,13,0,0,0,0,0,0,0,0,110.143,101.773,8.37002,0.713,0.574,0.48,0.778,0.255,0.296,0.156,0.173,0.017,0.231,0.776,0.568,0.525,0.478,0.639,0.388,0.475,0.322,0.361,0.574,79.299,1.736,3.795,63.1252,19,9.801,-1.7
2021,Loyola Chicago,MVC,8,2,0,1,1,0,0,0,0,110.416,86.6625,23.7539,0.918,0.563,0.467,0.733,0.307,0.224,0.185,0.216,0.031,0.26,0.79,0.58,0.63,0.455,0.656,0.357,0.37,0.325,0.344,0.599,79.589,2.231,11.054,64.1938,22,16.033,1.8
2021,LSU,SEC,8,1,0,1,0,0,0,0,0,119.771,100.181,19.5899,0.883,0.528,0.485,0.747,0.339,0.291,0.161,0.184,0.023,0.315,0.672,0.53,0.629,0.513,0.557,0.350,0.371,0.3,0.443,0.423,79.998,1.064,83.74,70.7574,18,31.962,2.3
2021,Maryland,B10,10,1,0,1,0,0,0,0,0,110.916,92.1984,18.7175,0.856,0.526,0.485,0.703,0.326,0.256,0.168,0.169,0.001,0.209,0.752,0.528,0.57,0.464,0.582,0.349,0.43,0.343,0.418,0.537,79.403,1.869,67.127,65.3286,15,36.317,0.1
2021,Michigan,B10,1,3,0,1,1,1,0,0,0,119.434,88.6425,30.7915,0.952,0.549,0.449,0.778,0.289,0.245,0.163,0.151,-0.012,0.294,0.752,0.533,0.661,0.423,0.673,0.387,0.339,0.335,0.327,0.555,82.229,2.078,66.856,66.8217,20,35.087,7.1
2021,Michigan St.,B10,11,0,0,0,0,0,0,0,0,106.989,92.9745,14.0141,0.787,0.479,0.478,0.721,0.314,0.371,0.189,0.154,-0.035,0.304,0.739,0.478,0.659,0.481,0.66,0.320,0.341,0.315,0.34,0.641,80.462,1.714,82.545,68.6334,15,38.227,1.2
2021,Missouri,SEC,9,0,0,0,0,0,0,0,0,110.248,95.0983,15.15,0.863,0.509,0.485,0.698,0.375,0.364,0.189,0.184,-0.005,0.286,0.708,0.526,0.625,0.483,0.67,0.320,0.375,0.327,0.33,0.511,80.64,2.462,50.387,68.7329,16,33.332,2.1
2021,Morehead St.,OVC,14,0,0,0,0,0,0,0,0,100.165,96.2694,3.89559,0.559,0.519,0.47,0.683,0.368,0.231,0.229,0.18,-0.049,0.313,0.751,0.518,0.655,0.476,0.586,0.347,0.345,0.307,0.414,0.513,79.834,1.69,5.5,65.5948,21,13.166,-1.9
2021,Mount St. Mary's,NEC,16,0,0,0,0,0,0,0,0,95.4181,100.428,-5.0102,0.362,0.487,0.455,0.678,0.297,0.246,0.203,0.164,-0.039,0.319,0.752,0.477,0.637,0.456,0.672,0.337,0.363,0.301,0.328,0.506,80.738,1.572,0.2,62.172,12,9.106,-7.2
2021,Norfolk St.,MEAC,16,0,0,0,0,0,0,0,0,100.613,104.355,-3.74215,0.365,0.497,0.474,0.709,0.386,0.42,0.178,0.207,0.029,0.288,0.713,0.461,0.641,0.472,0.547,0.374,0.359,0.317,0.453,0.48,79.353,2.363,0.2,67.6936,14,6.134,-5
2021,North Carolina,ACC,8,0,0,0,0,0,0,0,0,110.111,90.0231,20.0876,0.864,0.485,0.487,0.668,0.349,0.271,0.206,0.193,-0.013,0.413,0.737,0.489,0.718,0.468,0.618,0.317,0.282,0.344,0.382,0.558,82.508,1.02,85.053,71.8271,18,34.274,2.4
