,Year,Team,Proj_Wins_Risky
273,2014,North Carolina,1.597200984638779
326,2014,Kansas,1.3182820694161677
278,2014,Oregon,0.8474491739944688
323,2014,Gonzaga,0.7373957849462615
279,2014,Pittsburgh,1.316708527080595
283,2014,Texas,1.2399867709582257
275,2014,North Dakota St.,0.1909123018782505
268,2014,Memphis,0.6748886157814978
324,2014,Harvard,0.43616551208384174
281,2014,Stephen F. Austin,0.38896572745522096
280,2014,Saint Louis,0.5170631632437707
296,2014,Mercer,0.1890502004138924
665,2014,Duke,2.063440691635849
649,2014,Oklahoma,1.311321002387144
663,2014,George Washington,0.7562564544246928
669,2014,Cincinnati,1.3843888291870625
642,2014,Ohio St.,1.2098150738504345
645,2014,New Mexico,0.8154267171030147
656,2014,VCU,1.7953126298344282
604,2014,Xavier,0.6016668474369203
662,2014,Iowa,1.1401069633173475
641,2014,Weber St.,0.01427964067372393
644,2014,Nebraska,0.5001914251602547
646,2014,New Mexico St.,0.15491326220086493
651,2014,Oklahoma St.,0.5234234681014674
660,2014,Louisiana Lafayette,0.13446446065113474
671,2014,BYU,0.6115355185396366
673,2014,American,0.04188993819104833
647,2014,North Carolina Central,0.16029553102145813
652,2014,Providence,1.0254350218724522
653,2014,Saint Joseph's,0.47524864814505813
657,2014,Milwaukee,0.06604130273693322
666,2014,Delaware,0.1863883626441612
668,2014,Coastal Carolina,0.03670612154309637
606,2014,Western Michigan,0.09812337131384503
643,2014,Mount St. Mary's,0.02350018815780202
650,2014,Albany,0.03643808513818665
655,2014,Tulsa,0.1858520773407304
664,2014,Eastern Kentucky,0.12114318278410591
667,2014,Colorado,0.7890028731311381
605,2014,Wofford,0.02512113492084818
648,2014,North Carolina St.,0.4311074085924839
654,2014,Texas Southern,0.014896937111789445
658,2014,Massachusetts,0.6316373199899747
659,2014,Manhattan,0.24786034877059995
661,2014,Kansas St.,0.5322568071373576
670,2014,Cal Poly,0.031047019514050714
672,2014,Arizona St.,0.40504873260785373
4,2013,Louisville,4.4298075292864
14,2013,Michigan,1.2302057610794408
32,2013,Syracuse,1.6379029233958464
35,2013,Wichita St.,1.0415724385959881
92,2013,Ohio St.,2.2708824009225053
86,2013,Florida,1.793403760796504
87,2013,Duke,2.1410404530312643
85,2013,Marquette,0.7189356440995676
152,2013,Kansas,2.5345409618860986
110,2013,Miami FL,2.3723203894304676
147,2013,Indiana,1.6536092901538348
111,2013,Michigan St.,1.6396617515705487
190,2013,Oregon,1.272548007258199
138,2013,Arizona,1.7433490346388085
114,2013,La Salle,0.4562108379377054
126,2013,Florida Gulf Coast,0.08923391832724192
368,2013,Gonzaga,1.4606254944698287
354,2013,Butler,1.0160597449435504
315,2013,VCU,1.8393927590875212
293,2013,Illinois,1.1346741940712093
301,2013,North Carolina,1.2576606060292597
308,2013,San Diego St.,0.6841483276655588
306,2013,Saint Louis,1.271424407094777
314,2013,Memphis,1.357309630870308
344,2013,Colorado St.,0.879238067974387
289,2013,Iowa St.,0.7024344829618724
300,2013,Mississippi,1.0132590068910474
365,2013,Harvard,0.04512720476975689
312,2013,Temple,0.5270897912671754
353,2013,California,0.4186990061082762
311,2013,Minnesota,0.6428647676358322
381,2013,Creighton,0.9293972070625964
640,2013,Wisconsin,1.6996147403033128
623,2013,New Mexico,1.9122636600411904
632,2013,Georgetown,1.36533833244149
611,2013,Notre Dame,1.0233343795352035
614,2013,Pittsburgh,1.0422197546425256
629,2013,Kansas St.,1.6764694523891568
609,2013,North Carolina St.,0.5318478004560353
620,2013,UNLV,1.2682748046972678
619,2013,UCLA,1.014617912372405
635,2013,Cincinnati,1.0970593562790416
618,2013,Southern,0.024610498611057505
631,2013,Iona,0.15851727827945583
637,2013,Boise St.,0.4709220220344574
638,2013,Belmont,0.3043325108631481
607,2013,Pacific,0.1184032972856794
624,2013,Montana,0.05142560706290271
627,2013,LIU Brooklyn,0.015200252481829784
630,2013,James Madison,0.03775143671100749
633,2013,Davidson,0.234282624829238
634,2013,Colorado,0.5858686473891169
636,2013,Bucknell,0.5244323391317043
415,2013,Akron,0.4042231342840426
610,2013,Northwestern St.,0.05580752708861536
612,2013,Oklahoma,0.510765487800399
615,2013,Western Kentucky,0.031809372042543464
617,2013,South Dakota St.,0.14367668698528738
639,2013,Villanova,0.643621461059726
608,2013,North Carolina A&T,0.017641627837209746
613,2013,Oklahoma St.,0.9920883972003893
616,2013,Saint Mary's,0.7718339048340297
621,2013,Valparaiso,0.19847103615333178
622,2013,New Mexico St.,0.2244819639946893
625,2013,Missouri,0.8352683696092946
626,2013,Middle Tennessee,0.718032852704644
628,2013,Liberty,0.004914310149844139
699,2013,Albany,0.08594735910535249
