,YEAR,GAME_ROUND,Team0,Team1,KADJ T,KADJ O,KADJ D,KADJ EM,EFG%,EFG%D,FTR,FTRD,TOV%,TOV%D,OREB%,DREB%,2PT%,2PT%D,3PT%,3PT%D,AST%,2PTR,3PTR,2PTRD,3PTRD,EFF HGT,EXP,TALENT,FT%,ELITE SOS,WAB,Winner
14,2025,SWEET 16,Alabama,BYU,7.637599999999992,3.548000000000002,-3.9620999999999924,7.509900000000002,-0.9000000000000057,-2.700000000000003,9.900000000000002,4.399999999999999,-0.9000000000000021,-3.6999999999999993,1.4000000000000057,-3.1000000000000085,1.1000000000000014,-0.5,-2.1000000000000014,-3.9999999999999964,-5.799999999999997,2.0999999999999943,-2.0999999999999943,9.300000000000004,-9.299999999999997,1.9750000000000085,-0.07000000000000006,22.601000000000006,1.0999999999999943,11.279999999999994,5.000000000000001,0
12,2025,SWEET 16,Maryland,Florida,0.2805000000000035,-9.849000000000004,-0.3580000000000041,-9.491700000000002,-1.2000000000000028,1.7000000000000028,0.29999999999999716,-7.100000000000001,-0.5,3.1999999999999993,-7.100000000000001,1.5999999999999943,-3.6999999999999957,1.7000000000000028,1.7000000000000028,1.0999999999999979,-2.0,8.100000000000001,-8.100000000000001,1.5,-1.5,-1.1779999999999973,-0.2470000000000001,37.43000000000001,3.700000000000003,-6.413,-6.5,1
13,2025,SWEET 16,Arkansas,Texas Tech,3.9218000000000046,-12.391999999999996,-2.029600000000002,-10.363,-2.799999999999997,0.29999999999999716,5.800000000000001,-4.100000000000001,1.6999999999999993,0.10000000000000142,-6.699999999999996,0.20000000000000284,0.10000000000000142,0.29999999999999716,-4.600000000000001,0.1999999999999993,-5.299999999999997,7.899999999999999,-7.899999999999999,-5.400000000000006,5.399999999999999,2.0160000000000053,-0.6079999999999999,37.861000000000004,-3.0,1.3370000000000033,-4.6,1
14,2025,SWEET 16,Michigan,Auburn,1.9358999999999895,-11.71799999999999,1.5007999999999981,-13.218399999999999,-1.2000000000000028,0.29999999999999716,1.5,-10.700000000000003,6.4,-1.3999999999999986,-1.0999999999999943,0.5,1.6000000000000014,-1.3000000000000043,-3.3999999999999986,2.1000000000000014,3.0,-1.8999999999999986,1.8999999999999986,-4.100000000000001,4.100000000000001,2.3460000000000036,-0.3340000000000001,22.834000000000003,-1.2000000000000028,-8.270000000000003,-6.3,1
15,2025,SWEET 16,Michigan St.,Mississippi,-0.329899999999995,0.15899999999999181,-5.3341000000000065,5.4938,0.10000000000000142,-4.399999999999999,2.1999999999999957,-6.399999999999999,3.8000000000000007,-4.100000000000001,9.899999999999999,6.200000000000003,2.6000000000000014,-2.5,-3.3000000000000007,-4.800000000000004,8.100000000000001,7.5,-7.5,2.6000000000000014,-2.6000000000000014,2.4170000000000016,-0.9490000000000001,18.345999999999997,4.299999999999997,-6.616999999999997,3.0,0
9,2025,ROUND OF 32,Gonzaga,Houston,8.741499999999995,0.34199999999999875,8.496300000000005,-8.154799999999998,3.0,2.6000000000000014,2.6999999999999993,-5.5,-1.4000000000000004,-3.5,-3.3999999999999986,2.8999999999999915,8.799999999999997,5.200000000000003,-5.399999999999999,-0.6999999999999993,17.5,1.0,-1.0,2.5,-2.5,1.2950000000000017,0.24399999999999977,-14.50099999999999,6.0,-12.465,-8.899999999999999,1
10,2025,ROUND OF 32,Purdue,McNeese St.,-0.3913000000000011,9.86,-0.24800000000000466,10.1081,3.0,4.5,-1.1000000000000014,-0.3999999999999986,-0.5999999999999996,-3.8000000000000007,-3.700000000000003,1.3999999999999915,2.299999999999997,9.5,2.8999999999999986,-1.5000000000000036,7.600000000000001,-1.3999999999999986,1.3999999999999986,3.8999999999999986,-3.8999999999999986,1.7479999999999905,-1.0310000000000001,47.985,2.299999999999997,25.692,5.2,0
11,2025,ROUND OF 32,Kentucky,Illinois,-0.3885999999999967,2.2349999999999994,1.5662999999999982,0.6683999999999983,3.700000000000003,3.1000000000000014,1.2999999999999972,4.199999999999999,-0.6000000000000014,1.3000000000000007,-7.300000000000001,0.3999999999999915,-1.3999999999999986,7.600000000000001,6.299999999999997,-2.4999999999999964,4.800000000000004,5.199999999999996,-5.199999999999996,-13.099999999999994,13.100000000000001,0.16599999999999682,1.1520000000000001,-28.266,-2.1000000000000085,4.2280000000000015,2.1999999999999997,0
12,2025,ROUND OF 32,Tennessee,UCLA,-1.3375999999999948,3.1529999999999916,-6.497900000000001,9.651300000000003,-0.20000000000000284,-6.100000000000001,2.5,-5.200000000000003,0.09999999999999964,-5.0,2.6000000000000014,-0.8999999999999915,1.0,-4.5,-1.2000000000000028,-5.400000000000002,-0.29999999999999716,-7.0,7.0,-0.30000000000000426,0.30000000000000426,-0.024999999999991473,0.8009999999999999,-18.897,4.0,6.645999999999994,6.000000000000001,0
9,2025,ROUND OF 32,Baylor,Duke,-1.205600000000004,-7.1129999999999995,9.879800000000003,-16.992900000000002,-5.899999999999999,6.700000000000003,-1.1000000000000014,8.100000000000001,1.700000000000001,1.1000000000000014,0.3999999999999986,-4.700000000000003,-6.799999999999997,6.399999999999999,-3.0,4.5,-4.600000000000001,5.199999999999996,-5.199999999999996,-2.8999999999999986,2.8999999999999986,-2.6500000000000057,0.903,-24.587999999999994,-3.8000000000000114,12.351000000000003,-7.6,1
10,2025,ROUND OF 32,Arizona,Oregon,2.2593999999999994,5.923999999999992,0.3301000000000016,5.593299999999999,0.6999999999999957,-0.5,3.200000000000003,1.5,0.0,-1.0,5.299999999999997,0.7000000000000028,2.1000000000000014,-2.799999999999997,-1.6000000000000014,1.9000000000000021,2.3000000000000043,4.000000000000007,-4.0,-4.5,4.5,-1.0559999999999974,-0.532,6.259,2.1000000000000085,8.259999999999998,0.10000000000000053,0
11,2025,ROUND OF 32,Wisconsin,BYU,0.4475999999999942,0.2259999999999991,-3.8200999999999965,4.045999999999999,-3.6000000000000014,-2.700000000000003,3.599999999999998,-1.3999999999999986,-3.5000000000000018,-2.6999999999999993,-5.299999999999997,-0.5,-3.8999999999999986,-2.5,-2.200000000000003,-1.7999999999999972,-5.0,0.19999999999999574,-0.19999999999999574,5.299999999999997,-5.299999999999997,1.1700000000000017,0.33399999999999985,-11.209999999999997,12.299999999999997,0.367999999999995,1.1000000000000005,1
12,2025,ROUND OF 32,Alabama,Saint Mary's,13.186699999999995,11.274000000000001,4.460099999999997,6.814700000000002,5.399999999999999,1.6999999999999957,8.700000000000003,8.899999999999999,1.5999999999999996,-3.1000000000000014,-5.799999999999997,-4.299999999999997,7.900000000000006,3.0,2.3999999999999986,-0.3999999999999986,-3.0,-12.799999999999997,12.800000000000004,-3.799999999999997,3.8000000000000007,1.1340000000000003,-0.16300000000000003,10.111000000000004,2.0999999999999943,23.788999999999998,5.700000000000001,0
8,2025,ROUND OF 32,Connecticut,Florida,-5.8063,-5.972999999999999,10.520399999999995,-16.494,0.5,3.0,-2.0,7.0,2.1000000000000014,-1.5,-2.5,1.3999999999999915,0.8999999999999986,0.10000000000000142,-0.10000000000000142,5.5,11.600000000000001,1.0,-1.0,3.0999999999999943,-3.0999999999999943,-1.2560000000000002,-0.2490000000000001,58.873000000000005,7.299999999999997,-7.664999999999999,-8.899999999999999,1
9,2025,ROUND OF 32,Maryland,Colorado St.,3.8430000000000035,1.8130000000000024,-7.2224000000000075,9.0347,-2.0,-1.5,1.0999999999999979,-7.700000000000003,-2.8999999999999986,3.5,4.600000000000001,-1.9000000000000057,-3.799999999999997,-0.10000000000000142,0.6000000000000014,-2.400000000000002,-12.399999999999999,7.299999999999997,-7.299999999999997,2.1000000000000014,-2.1000000000000014,1.3889999999999958,-0.393,32.229000000000006,-2.0,8.451,3.6999999999999997,0
10,2025,ROUND OF 32,Texas Tech,Drake,6.604599999999998,12.693999999999988,-1.2181000000000068,13.912899999999999,1.7000000000000028,-3.700000000000003,-13.3,-2.299999999999997,-3.8000000000000007,-4.700000000000003,-1.7000000000000028,-2.700000000000003,-0.30000000000000426,-6.099999999999994,2.8999999999999986,-0.10000000000000142,4.299999999999997,-7.800000000000004,7.800000000000004,5.000000000000007,-5.0,0.7379999999999995,-0.254,36.747,5.700000000000003,22.598999999999997,3.5,0
11,2025,ROUND OF 32,St. John's,Arkansas,0.7820999999999998,0.9950000000000045,-7.6875,8.6827,-3.0,-1.6999999999999957,-5.300000000000001,1.0,-0.9000000000000004,4.399999999999999,9.699999999999996,-0.6000000000000085,-2.8999999999999986,-2.700000000000003,-2.8999999999999986,-0.09999999999999787,0.5,6.400000000000006,-6.400000000000002,-1.2999999999999972,1.2999999999999972,-1.3370000000000033,0.756,-10.730000000000004,-4.5,-8.620999999999999,6.6,1
10,2025,ROUND OF 32,Creighton,Auburn,-0.5611000000000104,-11.536999999999992,4.798999999999992,-16.336,0.09999999999999432,1.0,-5.0,-22.300000000000004,4.700000000000001,-5.699999999999999,-7.399999999999999,3.0999999999999943,4.399999999999999,-1.4000000000000057,-2.8999999999999986,3.5000000000000036,7.899999999999999,-8.399999999999999,8.399999999999999,-0.4000000000000057,0.4000000000000057,2.0579999999999927,-0.619,25.311999999999998,-0.7000000000000028,-13.986999999999998,-9.4,1
11,2025,ROUND OF 32,Texas A&M,Michigan,-3.385799999999989,-0.5060000000000002,-2.759600000000006,2.253399999999999,-7.0,1.9000000000000057,6.700000000000003,6.799999999999997,-1.6000000000000014,3.6999999999999993,8.799999999999997,2.0,-9.700000000000003,0.6000000000000014,-2.299999999999997,2.099999999999998,-10.799999999999997,4.899999999999999,-4.899999999999999,-8.100000000000001,8.100000000000001,-3.6400000000000006,0.5249999999999999,12.155999999999999,-3.299999999999997,2.662000000000006,-1.0,1
12,2025,ROUND OF 32,Iowa St.,Mississippi,0.5264999999999986,1.5859999999999985,-3.341700000000003,4.927599999999998,3.5,-2.1000000000000014,2.8999999999999986,-10.600000000000001,4.099999999999998,1.3000000000000007,6.800000000000004,2.3999999999999915,4.100000000000001,-4.100000000000001,1.6999999999999957,0.5,0.3999999999999986,3.3000000000000043,-3.3000000000000043,3.299999999999997,-3.299999999999997,1.5570000000000022,-0.30000000000000027,-20.470999999999997,1.9000000000000057,-4.5859999999999985,0.6000000000000005,1
13,2025,ROUND OF 32,Michigan St.,New Mexico,-4.9709,5.510999999999996,-4.726700000000008,10.238500000000002,0.4000000000000057,-3.1000000000000014,0.0,-1.8999999999999986,1.0000000000000018,-4.100000000000001,3.799999999999997,1.0,3.0,0.8999999999999986,-3.3000000000000007,-5.899999999999999,10.100000000000001,-0.5,0.5,-3.1000000000000014,3.1000000000000014,0.6809999999999974,-0.29500000000000015,28.818999999999996,9.699999999999989,10.318999999999999,5.0,0
1,2025,ROUND OF 64,SIU Edwardsville,Houston,4.394500000000001,-21.336,18.4217,-39.75782,-3.8000000000000043,2.6000000000000014,4.900000000000002,-0.8999999999999986,2.5000000000000018,-4.399999999999999,-4.300000000000001,0.20000000000000284,-1.2000000000000028,2.3999999999999986,-5.799999999999997,2.1000000000000014,7.0,-1.7999999999999972,1.7999999999999972,4.5,-4.5,1.2139999999999986,-0.052999999999999936,-68.413,-6.199999999999989,-30.412999999999997,-19.4,1
2,2025,ROUND OF 64,Wofford,Tennessee,0.4852999999999952,-6.298999999999992,20.980400000000003,-27.27952,0.5,7.399999999999999,-4.299999999999997,6.800000000000004,0.8999999999999986,-2.9000000000000004,0.10000000000000142,3.8999999999999915,0.5,5.099999999999994,0.5,6.699999999999999,-5.200000000000003,-4.700000000000003,4.700000000000003,-0.6999999999999957,0.6999999999999957,-2.1850000000000023,-0.5619999999999998,-51.543,-7.5,-28.599999999999994,-19.0,1
3,2025,ROUND OF 64,Troy,Kentucky,-4.645099999999999,-16.161999999999992,1.2169000000000096,-17.37849,-5.899999999999999,-3.1999999999999957,1.8999999999999986,-1.6999999999999993,4.699999999999999,5.800000000000001,9.900000000000002,-6.099999999999994,-2.0,-7.5,-7.099999999999998,1.8000000000000007,-1.1000000000000014,-3.0999999999999943,3.0999999999999943,5.399999999999999,-5.399999999999999,-2.0319999999999965,-0.6680000000000001,-46.126,-1.2000000000000028,-29.405,-10.1,1
4,2025,ROUND OF 64,High Point,Purdue,1.4546999999999883,-5.667000000000002,8.817999999999998,-14.485190000000001,0.10000000000000142,-2.8999999999999986,3.0,5.299999999999997,-0.29999999999999893,-1.3000000000000007,3.0,0.0,1.8999999999999986,-7.5,-1.8999999999999986,2.1999999999999993,-12.800000000000004,-0.8999999999999986,0.8999999999999986,6.700000000000003,-6.700000000000003,0.14800000000001035,0.9609999999999999,-56.891999999999996,3.4000000000000057,-31.482,-6.1,1
5,2025,ROUND OF 64,McNeese St.,Clemson,1.0992000000000104,-4.3870000000000005,5.8386,-10.2254,-0.30000000000000426,-1.3999999999999986,7.5000000000000036,3.799999999999997,0.5,1.5,1.0,-1.3999999999999915,0.9000000000000057,-2.3999999999999986,-1.6000000000000014,0.0,-2.1999999999999957,1.6999999999999957,-1.6999999999999957,-8.300000000000004,8.300000000000004,-2.809999999999988,0.01200000000000001,-25.653,-5.8999999999999915,-13.599,-5.800000000000001,0
6,2025,ROUND OF 64,Xavier,Illinois,-2.258099999999999,-6.173999999999992,0.241800000000012,-6.415800000000001,1.6000000000000014,3.3000000000000043,2.6000000000000014,1.3000000000000007,0.1999999999999993,4.900000000000002,-10.8,1.0999999999999943,-6.0,4.399999999999999,7.699999999999996,0.6000000000000014,12.0,9.5,-9.5,-6.799999999999997,6.800000000000004,-1.597999999999999,1.347,-31.632999999999996,3.5,-10.486,-3.05,1
7,2025,ROUND OF 64,Utah St.,UCLA,2.6628000000000043,3.9569999999999936,10.514500000000012,-6.558199999999998,3.0,1.2999999999999972,4.700000000000003,1.6000000000000014,0.09999999999999964,-2.6000000000000014,1.8000000000000043,-1.0999999999999943,4.600000000000001,1.3999999999999986,0.5999999999999943,0.5999999999999943,0.6000000000000014,-6.299999999999997,6.299999999999997,0.3999999999999986,-0.3999999999999986,-0.902000000000001,0.22799999999999998,-52.784,-0.09999999999999432,-11.615000000000002,-1.0,1
8,2025,ROUND OF 64,Georgia,Gonzaga,-3.7467999999999932,-8.143,-0.21810000000000684,-7.925000000000001,-3.200000000000003,-0.29999999999999716,8.899999999999999,1.7999999999999972,5.600000000000001,-0.1999999999999993,3.3999999999999986,-5.3999999999999915,-4.0,-1.3000000000000043,-0.8999999999999986,0.6999999999999993,-14.299999999999997,-3.299999999999997,3.299999999999997,0.0,0.0,0.9969999999999999,-1.1289999999999998,3.7519999999999953,-8.399999999999991,11.666,-0.7000000000000002,1
1,2025,ROUND OF 64,Mount St. Mary's,Duke,1.6347999999999985,-27.807999999999993,17.01700000000001,-44.824040000000004,-6.399999999999999,3.5,-1.1000000000000014,1.3000000000000007,7.299999999999999,-1.799999999999999,-4.100000000000001,-1.7999999999999972,-7.899999999999999,5.300000000000004,-2.8000000000000043,0.5,2.5,4.399999999999999,-4.399999999999999,-6.600000000000001,6.600000000000001,-1.8020000000000067,1.045,-79.881,-5.400000000000006,-21.695999999999998,-17.799999999999997,1
2,2025,ROUND OF 64,Robert Morris,Alabama,-7.101100000000002,-19.564999999999998,8.25909999999999,-27.823980000000002,-5.0,2.3999999999999986,-1.7000000000000028,-3.8999999999999986,1.8000000000000007,5.300000000000001,0.5999999999999943,0.9000000000000057,-9.0,1.0,-0.10000000000000142,3.400000000000002,6.600000000000001,9.400000000000006,-9.400000000000006,-0.5,0.5,-3.040999999999997,0.07899999999999996,-58.372,0.4000000000000057,-38.224,-14.100000000000001,1
3,2025,ROUND OF 64,Montana,Wisconsin,-0.6447000000000003,-12.438999999999993,13.609099999999998,-26.04778,2.799999999999997,4.300000000000004,2.4000000000000057,3.799999999999997,2.0999999999999996,1.0,-5.399999999999999,-2.4000000000000057,2.5999999999999943,6.300000000000004,1.6000000000000014,0.7000000000000028,-5.600000000000001,11.300000000000004,-11.300000000000004,4.100000000000001,-4.100000000000001,-3.2439999999999998,-0.07499999999999973,-24.561,-8.200000000000003,-20.458,-9.0,1
4,2025,ROUND OF 64,Akron,Arizona,1.5131999999999977,-8.817999999999998,10.351600000000005,-19.16969,2.5,0.8999999999999986,-9.8,4.5000000000000036,0.40000000000000213,0.5999999999999979,-2.6000000000000014,-0.5,0.6999999999999957,3.3999999999999986,4.200000000000003,-1.7000000000000028,1.7999999999999972,-10.800000000000004,10.799999999999997,3.8999999999999986,-3.8999999999999986,-2.990000000000009,0.4630000000000001,-50.04,-3.5,-34.5,-7.2,1
5,2025,ROUND OF 64,Liberty,Oregon,-2.279899999999998,-4.147000000000006,2.468900000000005,-6.6165,6.199999999999996,-3.200000000000003,-2.5,-1.3999999999999986,-0.8999999999999986,-0.7000000000000028,-11.700000000000003,1.2000000000000028,4.700000000000003,-2.0,5.5,-3.6999999999999993,6.800000000000004,-9.100000000000001,9.100000000000001,2.999999999999993,-3.0,-2.1539999999999964,-0.18699999999999983,-57.644,-10.899999999999991,-22.587000000000003,-5.62,1
6,2025,ROUND OF 64,VCU,BYU,-1.1444000000000045,-6.798999999999992,-5.106699999999989,-1.6923999999999992,-4.800000000000004,-6.200000000000003,2.0000000000000036,6.600000000000001,-0.8000000000000007,3.400000000000002,3.4000000000000057,-3.9000000000000057,-4.399999999999999,-5.699999999999996,-3.6000000000000014,-4.199999999999996,-3.3999999999999986,0.8999999999999986,-0.8999999999999986,9.100000000000001,-9.100000000000001,0.9620000000000033,0.3440000000000001,-1.6559999999999988,4.0,-18.816000000000003,-3.6999999999999997,1
7,2025,ROUND OF 64,Vanderbilt,Saint Mary's,7.774399999999993,2.692999999999998,9.622199999999992,-6.929099999999998,0.8000000000000043,6.699999999999996,2.6000000000000014,14.0,-0.40000000000000036,3.3999999999999986,-8.299999999999997,-4.799999999999997,1.8000000000000043,5.700000000000003,-0.10000000000000142,5.699999999999999,-7.0,-6.799999999999997,6.800000000000004,-6.200000000000003,6.199999999999999,-2.450000000000003,-0.008999999999999897,-11.671,5.200000000000003,13.303999999999998,-2.5999999999999996,1
8,2025,ROUND OF 64,Baylor,Mississippi St.,-3.604200000000006,2.0999999999999943,1.0275999999999925,1.0721999999999987,-0.20000000000000284,-0.6999999999999957,-0.6000000000000014,-1.8999999999999986,1.0000000000000018,-0.1999999999999993,1.5,-1.7000000000000028,-4.0,-0.30000000000000426,3.3000000000000043,-0.7000000000000028,0.20000000000000284,2.0999999999999943,-2.0999999999999943,3.4000000000000057,-3.4000000000000057,-0.894999999999996,-0.18199999999999994,-1.929000000000002,4.599999999999994,4.657000000000004,-1.0,0
0,2025,ROUND OF 64,Norfolk St.,Florida,-3.180899999999994,-20.73700000000001,16.6104,-37.34698,-2.6000000000000014,4.400000000000006,6.399999999999999,1.8999999999999986,3.3000000000000007,1.6000000000000014,-5.300000000000004,-5.0,-1.8999999999999986,3.0,-4.199999999999999,4.299999999999997,-3.1000000000000014,15.899999999999999,-15.900000000000002,-5.400000000000006,5.400000000000006,-1.847999999999999,0.7149999999999999,-21.153,3.5,-25.749000000000002,-16.4,1
1,2025,ROUND OF 64,Nebraska Omaha,St. John's,-2.410899999999998,-2.8389999999999986,23.025199999999998,-25.864169,3.799999999999997,6.5,6.199999999999999,7.300000000000004,0.09999999999999964,-6.999999999999998,-8.099999999999998,3.5,1.0,7.700000000000003,6.300000000000004,3.3000000000000007,-4.200000000000003,-8.300000000000004,8.3,-3.700000000000003,3.700000000000003,-0.5379999999999967,0.31199999999999983,-63.878,4.3999999999999915,-14.895000000000001,-14.3,1
2,2025,ROUND OF 64,UNC Wilmington,Texas Tech,-0.09709999999999752,-13.009,9.90310000000001,-22.912619999999997,-3.299999999999997,2.8999999999999986,8.099999999999998,-3.1999999999999993,1.1999999999999993,0.0,1.1000000000000014,0.4000000000000057,-0.5,2.1999999999999957,-4.899999999999999,2.6999999999999993,-4.100000000000001,8.399999999999999,-8.399999999999999,-8.500000000000007,8.5,0.6299999999999955,0.5830000000000002,-36.747,-1.1000000000000085,-26.540999999999997,-9.1,1
3,2025,ROUND OF 64,Grand Canyon,Maryland,1.6433999999999997,-10.230000000000004,8.886400000000009,-19.11598,-2.5999999999999943,0.0,11.0,6.300000000000004,3.8999999999999986,0.40000000000000213,1.5,-1.3999999999999915,0.5,-1.2000000000000028,-5.600000000000001,1.4000000000000021,1.7000000000000028,1.9000000000000057,-1.8999999999999986,1.3999999999999915,-1.3999999999999986,-0.40399999999999636,0.8300000000000003,-39.33800000000001,-2.0,-20.939,-7.1,1
4,2025,ROUND OF 64,Colorado St.,Memphis,-4.809799999999996,2.9739999999999895,0.8153000000000077,2.158699999999998,2.1999999999999957,0.0,-7.599999999999998,0.0,-1.8000000000000007,-2.400000000000002,-8.700000000000003,7.0,4.5,-0.8999999999999986,-1.3999999999999986,0.8999999999999986,10.799999999999997,-9.700000000000003,9.699999999999996,2.8000000000000043,-2.8000000000000043,-1.340999999999994,-0.3919999999999999,-19.581000000000003,7.299999999999997,-0.12600000000000122,-4.0,0
5,2025,ROUND OF 64,Drake,Missouri,-9.395699999999998,-12.71799999999999,-2.471999999999994,-10.2462,-2.4000000000000057,1.0,-3.799999999999997,0.5,3.400000000000002,2.1000000000000014,2.299999999999997,6.400000000000006,-2.1000000000000014,3.1999999999999957,-2.0,-1.5999999999999979,4.700000000000003,4.700000000000003,-4.700000000000003,-0.8999999999999986,0.8999999999999986,-2.4779999999999944,0.028999999999999915,-65.984,-1.7999999999999972,-23.768,-0.7000000000000002,0
6,2025,ROUND OF 64,Arkansas,Kansas,0.980000000000004,-3.078000000000003,2.4893,-5.567800000000002,-0.3999999999999986,2.0999999999999943,11.2,1.3999999999999986,-0.1999999999999993,1.9000000000000004,-2.799999999999997,-0.7999999999999972,1.0,2.3999999999999986,-1.9000000000000057,1.0,-7.699999999999996,-2.4000000000000057,2.4000000000000057,1.2000000000000028,-1.2000000000000028,-0.14300000000000068,-1.1619999999999997,8.848000000000013,2.3000000000000114,-5.186999999999998,-2.8999999999999995,0
7,2025,ROUND OF 64,Oklahoma,Connecticut,4.820199999999993,-2.903000000000006,-1.9159999999999968,-0.9868000000000023,-0.6000000000000014,2.8000000000000043,9.0,-4.200000000000003,0.1999999999999993,2.6000000000000014,-9.100000000000001,-4.299999999999997,-2.6999999999999957,8.899999999999999,1.6000000000000014,-4.600000000000001,-12.0,0.7000000000000028,-0.7000000000000028,-7.699999999999996,7.699999999999996,-0.4379999999999882,0.6179999999999999,-38.975,0.30000000000001137,9.350000000000001,-0.10000000000000009,1
