,Year,Team,Proj_Wins_Agg,Wins_Rank_Agg
156,2023,Baylor,1.3627354931888789,14
158,2023,Saint Mary's,1.2496026047579794,16
159,2023,Northwestern,0.7538059251559522,35
160,2023,TCU,1.058601624999348,19
155,2023,Kentucky,0.8079890307081565,31
164,2023,Missouri,0.711537770068644,38
157,2023,Indiana,0.9209269180193932,26
165,2023,Auburn,0.7589590158295136,34
162,2023,Fairleigh Dickinson,0.03161796876986438,67
161,2023,Maryland,0.8182937219663493,30
163,2023,Furman,0.21985486779003072,55
166,2023,Penn St.,0.6371543520146656,41
167,2023,Pittsburgh,0.41389493995009263,51
168,2023,Purdue,2.57861986282281,4
169,2023,Arizona,1.7368780993976056,9
171,2023,Memphis,1.2599558804021092,15
172,2023,Virginia,0.842537547628368,28
194,2023,West Virginia,0.8243164040702664,29
174,2023,Iowa St.,1.008897505627193,22
176,2023,Texas A&M,1.023824374348489,20
170,2023,Illinois,0.7797134558163796,33
177,2023,Iona,0.43586278717077365,50
178,2023,Howard,0.06523587925291045,65
179,2023,Grand Canyon,0.18163977775783313,58
180,2023,Boise St.,0.7200167619974663,37
181,2023,Arizona St.,0.5769530605594198,45
182,2023,Nevada,0.4097950251413083,52
183,2023,VCU,0.5739003605409427,47
184,2023,UNC Asheville,0.1410539755966271,62
185,2023,USC,0.7226357399446606,36
186,2023,Montana St.,0.21826383504002678,56
187,2023,Louisiana Lafayette,0.31407635531036393,53
188,2023,Oral Roberts,0.6114694165460761,42
189,2023,Vermont,0.17148243752133835,60
190,2023,Texas Southern,0.028013024215125325,68
191,2023,Providence,0.6618648149856636,39
173,2023,Utah St.,0.6379401797981578,40
192,2023,College of Charleston,0.5713332271774404,48
193,2023,North Carolina St.,0.9371855599428608,24
195,2023,UC Santa Barbara,0.25033468604026266,54
196,2023,Texas A&M Corpus Chris,0.09502425464217967,64
197,2023,Southeast Missouri St.,0.034146698023619054,66
175,2023,Iowa,0.6061384493789319,43
198,2023,Drake,0.44229032932990603,49
199,2023,Mississippi St.,0.5867139278399585,44
200,2023,Kent St.,0.5750449921399382,46
201,2023,Kennesaw St.,0.20033816187748313,57
202,2023,Colgate,0.17787397945858463,59
203,2023,Northern Kentucky,0.11061979426000881,63
68,2024,Connecticut,3.5297831802192685,1
69,2024,Purdue,2.8726516190092393,3
70,2024,Alabama,1.3156409712354784,17
71,2024,North Carolina St.,0.6690196966976839,42
72,2024,Illinois,2.223073306920599,5
74,2024,Duke,1.8551805137883857,7
73,2024,Tennessee,1.4647661152876792,12
75,2024,Clemson,0.9170394439264629,28
76,2024,Houston,3.417637440427824,2
77,2024,North Carolina,2.378496383498508,4
78,2024,Arizona,2.0766031643915657,6
79,2024,Marquette,1.8462328556328598,8
82,2024,Creighton,1.7918685857086463,9
80,2024,Iowa St.,1.6531894249537615,10
81,2024,Gonzaga,1.4093104716102935,15
83,2024,San Diego St.,0.9417203383131573,26
84,2024,Baylor,1.636291267704281,11
85,2024,Dayton,0.8155180151599116,34
87,2024,Washington St.,0.7970675406878931,35
94,2024,Northwestern,0.8405647082366176,31
88,2024,Texas A&M,0.8770506450902621,30
89,2024,Kansas,0.9064226076331064,29
90,2024,Texas,0.9201505592646092,27
86,2024,Michigan St.,0.7932583163795903,36
91,2024,Grand Canyon,0.48324412391258464,47
92,2024,Yale,0.31227584787759594,52
93,2024,Duquesne,0.3141298762499469,51
95,2024,Colorado,0.9495264200490374,25
96,2024,James Madison,0.601361540186068,45
97,2024,Oakland,0.22748168710825073,55
98,2024,Utah St.,0.7459009399247681,41
99,2024,Oregon,0.8294142082991345,33
100,2024,Auburn,1.4529326744764262,14
101,2024,Kentucky,1.3879377829229336,16
102,2024,Saint Mary's,1.0518788326288298,21
103,2024,New Mexico,1.1758572927932962,18
113,2024,Mississippi St.,0.8404829481101495,32
105,2024,BYU,1.0597426153451996,20
106,2024,Texas Tech,1.1280563139256579,19
107,2024,Wisconsin,1.4646729209250589,13
108,2024,Florida,0.9819380086337282,24
109,2024,TCU,0.9864561959848166,23
110,2024,South Carolina,0.9903406047724679,22
111,2024,Wagner,0.037392063482678324,68
112,2024,Nevada,0.6561609980864154,43
114,2024,Long Beach St.,0.09141173612792905,63
115,2024,Howard,0.04836770302586367,67
116,2024,College of Charleston,0.4210678481643821,49
117,2024,Colgate,0.14455671889962934,59
104,2024,Florida Atlantic,0.7717636680594832,39
118,2024,UAB,0.27613944252402023,53
119,2024,Stetson,0.1016160411603196,62
120,2024,South Dakota St.,0.12364129802204005,60
121,2024,Morehead St.,0.2002503827230111,57
122,2024,Drake,0.7755558106838613,38
123,2024,Western Kentucky,0.1617586291706927,58
124,2024,Vermont,0.26532687787565623,54
125,2024,Longwood,0.11098751172423349,61
126,2024,Nebraska,0.756234466854967,40
127,2024,Boise St.,0.7831264397943578,37
128,2024,Virginia,0.5176219601346109,46
129,2024,Samford,0.43551244649656673,48
130,2024,Saint Peter's,0.06294153282406226,64
131,2024,Montana St.,0.060825632120818554,65
132,2024,McNeese St.,0.3975368802748769,50
133,2024,Grambling St.,0.05152028976955755,66
134,2024,Colorado St.,0.6077254730816097,44
135,2024,Akron,0.20879014301471865,56
0,2025,Florida,2.736880597712749,4
1,2025,Houston,4.406050474288646,1
3,2025,Auburn,2.856173476832815,3
2,2025,Duke,3.75567435988384,2
4,2025,Alabama,1.7577478141404674,8
5,2025,Michigan St.,2.2000230758758144,6
6,2025,Tennessee,2.3165546004394315,5
7,2025,Texas Tech,1.4127761674739698,14
8,2025,Maryland,1.469350384803104,12
9,2025,Arizona,1.3901385695486266,15
10,2025,Kentucky,1.4605021112152454,13
11,2025,BYU,1.001715576066793,28
12,2025,Mississippi,1.1279923908103084,21
13,2025,Michigan,1.0040610362993174,27
14,2025,Purdue,1.3457868848966001,16
15,2025,Arkansas,0.6424332564324975,38
16,2025,St. John's,2.138775038296534,7
17,2025,Wisconsin,1.2456857390142124,17
18,2025,Texas A&M,1.4803047202291821,10
19,2025,Iowa St.,1.2155767395653552,18
20,2025,Connecticut,0.810174850262751,32
21,2025,Saint Mary's,1.1983356144576682,19
22,2025,Oregon,1.0310863435507842,24
23,2025,UCLA,1.1066524780805014,23
24,2025,Gonzaga,1.5738274892125892,9
25,2025,Illinois,0.9669520633416193,29
26,2025,Drake,0.5278143332698163,44
27,2025,Colorado St.,0.5128270211154277,46
28,2025,Baylor,0.774635068144885,33
29,2025,Creighton,0.6314931068782761,39
30,2025,New Mexico,0.7072546857978746,34
31,2025,McNeese St.,0.3585679646015293,49
32,2025,Clemson,1.478033579979775,11
33,2025,Kansas,1.138019916155585,20
34,2025,Missouri,1.010106218398782,26
35,2025,Memphis,0.6633196046456794,36
36,2025,Mississippi St.,0.8739191724953603,31
37,2025,Marquette,1.1223160761995992,22
38,2025,Louisville,1.02824706350612,25
39,2025,Grand Canyon,0.21176034744185093,54
40,2025,UNC Wilmington,0.17771590320633684,56
41,2025,Oklahoma,0.6606573423133909,37
42,2025,Norfolk St.,0.0805510675666001,63
43,2025,Nebraska Omaha,0.11858381513701018,57
44,2025,American,0.05013121111875625,65
45,2025,Akron,0.23870223782681446,53
46,2025,Liberty,0.2593249942262083,51
47,2025,VCU,0.6135493619471538,40
48,2025,Vanderbilt,0.5926065002026382,41
49,2025,Robert Morris,0.10187924908286919,61
50,2025,Mount St. Mary's,0.04356831436754252,66
51,2025,Montana,0.10499263567323297,60
52,2025,Bryant,0.11484978569557305,59
53,2025,Alabama St.,0.04235080182565852,67
54,2025,UC San Diego,0.5304582300845588,43
55,2025,San Diego St.,0.4009606838806243,48
56,2025,Saint Francis,0.02178071666523755,68
57,2025,North Carolina,0.8905945865229651,30
58,2025,Lipscomb,0.2034741290117541,55
59,2025,Yale,0.25284756285215443,52
60,2025,Georgia,0.702190305892502,35
61,2025,High Point,0.28017585379664717,50
62,2025,Xavier,0.5158379274614354,45
63,2025,Wofford,0.08347088137467529,62
64,2025,Utah St.,0.500916656061069,47
65,2025,Troy,0.1152763977195249,58
66,2025,Texas,0.559220301328047,42
67,2025,SIU Edwardsville,0.05378653579704068,64
